Row Number,Suburb Code 2021,Suburb,State,Postcode,Postcode Area (sq km),Suburb Area (sq km)
"6,393",12548,Mays Hill,New South Wales,2150,5.8687,0.299
"6,394",12548,Mays Hill,New South Wales,2160,8.4346,0.299
"6,395",12549,Mayvale,New South Wales,2347,3035.4851,98.6725
"6,396",12549,Mayvale,New South Wales,2382,1826.3389,98.6725
"6,397",12550,McCullys Gap,New South Wales,2330,4730.8949,89.6833
"6,398",12550,McCullys Gap,New South Wales,2333,1691.3907,89.6833
"6,399",12550,McCullys Gap,New South Wales,2336,888.9717,89.6833
"6,400",12551,McDougalls Hill,New South Wales,2330,4730.8949,3.1687
"6,401",12552,McGraths Hill,New South Wales,2756,1486.8709,3.0932
"6,402",12552,McGraths Hill,New South Wales,2765,127.5271,3.0932
"6,403",12553,McKees Hill,New South Wales,2470,1256.5159,33.1337
"6,404",12553,McKees Hill,New South Wales,2471,442.1506,33.1337
"6,405",12553,McKees Hill,New South Wales,2480,1369.4565,33.1337
"6,406",12554,McKellars Park,New South Wales,2790,2481.3231,0.4416
"6,407",12555,McLeans Ridges,New South Wales,2477,227.642,19.0417
"6,408",12555,McLeans Ridges,New South Wales,2480,1369.4565,19.0417
"6,409",12556,McLeods Shoot,New South Wales,2479,164.5709,6.2017
"6,410",12556,McLeods Shoot,New South Wales,2481,131.029,6.2017
"6,411",12557,McMahons Point,New South Wales,2060,2.6912,0.3492
"6,412",12558,McMahons Reef,New South Wales,2582,3130.1184,131.9477
"6,413",12558,McMahons Reef,New South Wales,2585,260.132,131.9477
"6,414",12558,McMahons Reef,New South Wales,2587,921.8587,131.9477
"6,415",12558,McMahons Reef,New South Wales,2726,160.6689,131.9477
"6,416",12559,Meadow Flat,New South Wales,2787,4632.7818,70.7371
"6,417",12559,Meadow Flat,New South Wales,2790,2481.3231,70.7371
"6,418",12559,Meadow Flat,New South Wales,2795,5307.5248,70.7371
"6,419",12559,Meadow Flat,New South Wales,2845,67.0705,70.7371
"6,420",12559,Meadow Flat,New South Wales,2847,98.897,70.7371
"6,421",12560,Meadowbank (NSW),New South Wales,2112,9.3018,0.6855
"6,422",12560,Meadowbank (NSW),New South Wales,2114,7.3639,0.6855
"6,423",12561,Mebbin,New South Wales,2474,1537.5939,42.3453
"6,424",12561,Mebbin,New South Wales,2484,972.2983,42.3453
"6,425",12562,Mebul,New South Wales,2844,1821.5658,101.6137
"6,426",12562,Mebul,New South Wales,2852,1240.991,101.6137
"6,427",12563,Medlow Bath,New South Wales,2780,38.4603,5.1978
"6,428",12563,Medlow Bath,New South Wales,2785,128.6447,5.1978
"6,429",12563,Medlow Bath,New South Wales,2787,4632.7818,5.1978
"6,430",12564,Medowie,New South Wales,2318,259.5244,44.7227
"6,431",12564,Medowie,New South Wales,2324,627.1611,44.7227
"6,432",12565,Medway,New South Wales,2575,981.4743,17.6284
"6,433",12565,Medway,New South Wales,2577,1312.519,17.6284
"6,434",12566,Meerschaum Vale,New South Wales,2471,442.1506,36.893
"6,435",12566,Meerschaum Vale,New South Wales,2477,227.642,36.893
"6,436",12566,Meerschaum Vale,New South Wales,2478,185.6804,36.893
"6,437",12566,Meerschaum Vale,New South Wales,2480,1369.4565,36.893
"6,438",12567,Megalong Valley,New South Wales,2780,38.4603,96.0692
"6,439",12567,Megalong Valley,New South Wales,2785,128.6447,96.0692
"6,440",12567,Megalong Valley,New South Wales,2787,4632.7818,96.0692
"6,441",12567,Megalong Valley,New South Wales,2790,2481.3231,96.0692
"6,442",12568,Megan,New South Wales,2450,1019.718,47.3013
"6,443",12568,Megan,New South Wales,2453,2157.9951,47.3013
"6,444",12569,Melbergen,New South Wales,2652,6116.1137,155.5433
"6,445",12569,Melbergen,New South Wales,2669,6295.346,155.5433
"6,446",12569,Melbergen,New South Wales,2675,8518.5583,155.5433
"6,447",12570,Melinga,New South Wales,2426,71.3349,37.9989
"6,448",12570,Melinga,New South Wales,2429,1799.9008,37.9989
"6,449",12570,Melinga,New South Wales,2430,843.4816,37.9989
"6,450",12571,Mellong,New South Wales,2325,1605.0648,402.086
"6,451",12571,Mellong,New South Wales,2330,4730.8949,402.086
"6,452",12571,Mellong,New South Wales,2756,1486.8709,402.086
"6,453",12571,Mellong,New South Wales,2775,833.1402,402.086
"6,454",12571,Mellong,New South Wales,2849,2801.0405,402.086
"6,455",12572,Mellool,New South Wales,2732,1849.8263,243.6893
"6,456",12572,Mellool,New South Wales,2734,1755.2448,243.6893
"6,457",12573,Melonba,New South Wales,2747,55.0667,6.4715
"6,458",12573,Melonba,New South Wales,2756,1486.8709,6.4715
"6,459",12573,Melonba,New South Wales,2765,127.5271,6.4715
"6,460",12574,Melrose Park (NSW),New South Wales,2114,7.3639,1.2776
"6,461",12574,Melrose Park (NSW),New South Wales,2115,3.9347,1.2776
"6,462",12575,Melville (NSW),New South Wales,2320,403.8742,5.5822
"6,463",12576,Memagong,New South Wales,2594,2418.7155,231.4007
"6,464",12577,Menah,New South Wales,2850,6005.3758,39.9129
"6,465",12578,Menai,New South Wales,2172,3.6787,12.9444
"6,466",12578,Menai,New South Wales,2173,192.8683,12.9444
"6,467",12578,Menai,New South Wales,2213,10.0369,12.9444
"6,468",12578,Menai,New South Wales,2234,39.7248,12.9444
"6,469",12579,Menangle,New South Wales,2560,411.3136,34.0936
"6,470",12579,Menangle,New South Wales,2563,11.5603,34.0936
"6,471",12579,Menangle,New South Wales,2568,34.0936,34.0936
"6,472",12579,Menangle,New South Wales,2569,26.7707,34.0936
"6,473",12579,Menangle,New South Wales,2570,469.0775,34.0936
"6,474",12579,Menangle,New South Wales,2571,250.2842,34.0936
"6,475",12580,Menangle Park,New South Wales,2560,411.3136,8.7197
"6,476",12580,Menangle Park,New South Wales,2563,11.5603,8.7197
"6,477",12580,Menangle Park,New South Wales,2567,31.1557,8.7197
"6,478",12580,Menangle Park,New South Wales,2568,34.0936,8.7197
"6,479",12580,Menangle Park,New South Wales,2570,469.0775,8.7197
"6,480",12581,Mendooran,New South Wales,2817,961.4848,874.051
"6,481",12581,Mendooran,New South Wales,2827,2964.6885,874.051
"6,482",12581,Mendooran,New South Wales,2830,3017.4938,874.051
"6,483",12581,Mendooran,New South Wales,2831,22389.3649,874.051
"6,484",12581,Mendooran,New South Wales,2842,1317.6706,874.051
"6,485",12581,Mendooran,New South Wales,2844,1821.5658,874.051
"6,486",12582,Menindee,New South Wales,2648,23909.7281,13316.3279
"6,487",12582,Menindee,New South Wales,2836,31517.8004,13316.3279
"6,488",12582,Menindee,New South Wales,2878,18261.1234,13316.3279
"6,489",12582,Menindee,New South Wales,2879,13320.0094,13316.3279
"6,490",12582,Menindee,New South Wales,2880,66191.4077,13316.3279
"6,491",12583,Merah North,New South Wales,2386,1979.4029,593.3708
"6,492",12583,Merah North,New South Wales,2388,6699.0871,593.3708
"6,493",12584,Merewether,New South Wales,2289,11.413,6.302
"6,494",12584,Merewether,New South Wales,2290,35.6998,6.302
"6,495",12584,Merewether,New South Wales,2291,7.1942,6.302
"6,496",12584,Merewether,New South Wales,2300,3.4557,6.302
"6,497",12584,Merewether,New South Wales,2303,3.0401,6.302
"6,498",12585,Merewether Heights,New South Wales,2289,11.413,0.5258
"6,499",12585,Merewether Heights,New South Wales,2291,7.1942,0.5258
"6,500",12586,Merimbula,New South Wales,2548,120.1179,18.0658
"6,501",12586,Merimbula,New South Wales,2549,222.9511,18.0658
"6,502",12587,Meringo,New South Wales,2537,1167.0234,6.478
"6,503",12588,Mernot,New South Wales,2337,3331.7268,153.6675
"6,504",12588,Mernot,New South Wales,2354,7142.1491,153.6675
"6,505",12588,Mernot,New South Wales,2422,3212.5916,153.6675
"6,506",12589,Meroo,New South Wales,2850,6005.3758,43.5567
"6,507",12590,Meroo Meadow,New South Wales,2535,247.9753,18.2647
"6,508",12590,Meroo Meadow,New South Wales,2540,1900.6655,18.2647
"6,509",12590,Meroo Meadow,New South Wales,2541,45.432,18.2647
"6,510",12590,Meroo Meadow,New South Wales,2577,1312.519,18.2647
"6,511",12591,Merotherie,New South Wales,2844,1821.5658,96.1446
"6,512",12591,Merotherie,New South Wales,2852,1240.991,96.1446
"6,513",12592,Merriangaah,New South Wales,2628,2337.0094,86.4556
"6,514",12592,Merriangaah,New South Wales,2630,4206.3548,86.4556
"6,515",12592,Merriangaah,New South Wales,2632,1824.9879,86.4556
"6,516",12592,Merriangaah,New South Wales,2633,766.4927,86.4556
"6,517",12593,Merricumbene,New South Wales,2537,1167.0234,27.6566
"6,518",12593,Merricumbene,New South Wales,2622,4256.1145,27.6566
"6,519",12594,Merrigal,New South Wales,2824,4843.6,231.6072
"6,520",12594,Merrigal,New South Wales,2827,2964.6885,231.6072
"6,521",12594,Merrigal,New South Wales,2828,2375.64,231.6072
"6,522",12595,Merrill,New South Wales,2581,2106.6075,90.0547
"6,523",12596,Merriwa (NSW),New South Wales,2328,1634.8508,1900.6381
"6,524",12596,Merriwa (NSW),New South Wales,2329,3056.2045,1900.6381
"6,525",12596,Merriwa (NSW),New South Wales,2333,1691.3907,1900.6381
"6,526",12596,Merriwa (NSW),New South Wales,2337,3331.7268,1900.6381
"6,527",12596,Merriwa (NSW),New South Wales,2339,1120.8458,1900.6381
"6,528",12596,Merriwa (NSW),New South Wales,2849,2801.0405,1900.6381
"6,529",12596,Merriwa (NSW),New South Wales,2850,6005.3758,1900.6381
"6,530",12597,Merriwagga,New South Wales,2652,6116.1137,906.8491
"6,531",12597,Merriwagga,New South Wales,2669,6295.346,906.8491
"6,532",12597,Merriwagga,New South Wales,2675,8518.5583,906.8491
"6,533",12597,Merriwagga,New South Wales,2711,24180.255,906.8491
"6,534",12598,Merrygoen,New South Wales,2831,22389.3649,181.6985
"6,535",12598,Merrygoen,New South Wales,2842,1317.6706,181.6985
"6,536",12598,Merrygoen,New South Wales,2844,1821.5658,181.6985
"6,537",12599,Merrylands,New South Wales,2142,10.9833,6.7259
"6,538",12599,Merrylands,New South Wales,2145,27.5671,6.7259
"6,539",12599,Merrylands,New South Wales,2150,5.8687,6.7259
"6,540",12599,Merrylands,New South Wales,2160,8.4346,6.7259
"6,541",12599,Merrylands,New South Wales,2161,11.2122,6.7259
"6,542",12600,Merrylands West,New South Wales,2145,27.5671,1.7354
"6,543",12600,Merrylands West,New South Wales,2160,8.4346,1.7354
"6,544",12600,Merrylands West,New South Wales,2161,11.2122,1.7354
"6,545",12600,Merrylands West,New South Wales,2164,20.5159,1.7354
"6,546",12601,Merungle Hill,New South Wales,2700,3016.2983,42.3618
"6,547",12601,Merungle Hill,New South Wales,2703,56.8879,42.3618
"6,548",12601,Merungle Hill,New South Wales,2705,1129.1529,42.3618
"6,549",12602,Meryla,New South Wales,2540,1900.6655,102.9081
"6,550",12602,Meryla,New South Wales,2577,1312.519,102.9081
"6,551",12602,Meryla,New South Wales,2578,47.9223,102.9081
"6,552",12602,Meryla,New South Wales,2579,860.117,102.9081
"6,553",12603,Metford,New South Wales,2322,168.2091,2.4206
"6,554",12603,Metford,New South Wales,2323,207.9467,2.4206
"6,555",12604,Methul,New South Wales,2652,6116.1137,193.3403
"6,556",12604,Methul,New South Wales,2665,4109.6274,193.3403
"6,557",12604,Methul,New South Wales,2701,852.1158,193.3403
"6,558",12604,Methul,New South Wales,2702,439.8686,193.3403
"6,559",12605,Metz,New South Wales,2350,4543.2274,196.5955
"6,560",12606,Miamley,New South Wales,2873,3202.9936,316.8689
"6,561",12606,Miamley,New South Wales,2877,15332.1603,316.8689
"6,562",12607,Miandetta (NSW),New South Wales,2825,7188.4073,540.6766
"6,563",12607,Miandetta (NSW),New South Wales,2831,22389.3649,540.6766
"6,564",12608,Micalo Island,New South Wales,2463,549.2925,9.9572
"6,565",12608,Micalo Island,New South Wales,2464,102.8533,9.9572
"6,566",12609,Michelago,New South Wales,2620,2869.8201,235.5365
"6,567",12609,Michelago,New South Wales,2626,383.5704,235.5365
"6,568",12609,Michelago,New South Wales,2630,4206.3548,235.5365
"6,569",12610,Middle Arm,New South Wales,2580,5512.6655,131.3407
"6,570",12611,Middle Brook,New South Wales,2336,888.9717,72.2311
"6,571",12611,Middle Brook,New South Wales,2337,3331.7268,72.2311
"6,572",12611,Middle Brook,New South Wales,2338,989.4776,72.2311
"6,573",12612,Middle Brother,New South Wales,2439,362.4229,22.5487
"6,574",12612,Middle Brother,New South Wales,2443,312.5374,22.5487
"6,575",12613,Middle Cove,New South Wales,2067,5.8196,1.0362
"6,576",12613,Middle Cove,New South Wales,2068,5.6655,1.0362
"6,577",12613,Middle Cove,New South Wales,2069,7.5302,1.0362
"6,578",12614,Middle Dural,New South Wales,2156,62.9548,7.6599
"6,579",12614,Middle Dural,New South Wales,2157,148.4858,7.6599
"6,580",12614,Middle Dural,New South Wales,2158,41.7948,7.6599
"6,581",12614,Middle Dural,New South Wales,2159,127.4464,7.6599
"6,582",12615,Middle Falbrook,New South Wales,2330,4730.8949,11.0711
"6,583",12616,Middle Flat,New South Wales,2630,4206.3548,38.8821
"6,584",12617,Middle Pocket,New South Wales,2482,180.2681,10.6851
"6,585",12617,Middle Pocket,New South Wales,2483,182.7314,10.6851
"6,586",12618,Middleton Grange,New South Wales,2168,12.8684,2.5546
"6,587",12618,Middleton Grange,New South Wales,2171,21.5331,2.5546
"6,588",12618,Middleton Grange,New South Wales,2178,54.3241,2.5546
"6,589",12619,Middlingbank,New South Wales,2628,2337.0094,70.9657
"6,590",12619,Middlingbank,New South Wales,2630,4206.3548,70.9657
"6,591",12620,Midginbil,New South Wales,2480,1369.4565,14.0131
"6,592",12620,Midginbil,New South Wales,2484,972.2983,14.0131
"6,593",12621,Mihi,New South Wales,2350,4543.2274,84.8236
"6,594",12621,Mihi,New South Wales,2358,1905.5433,84.8236
"6,595",12622,Mila,New South Wales,2632,1824.9879,195.4154
"6,596",12622,Mila,New South Wales,2633,766.4927,195.4154
"6,597",12623,Milbrodale,New South Wales,2330,4730.8949,157.5313
"6,598",12624,Milbrulong,New South Wales,2642,4076.8,180.9775
"6,599",12624,Milbrulong,New South Wales,2655,427.2763,180.9775
"6,600",12624,Milbrulong,New South Wales,2656,1497.1368,180.9775
"6,601",12625,Milkers Flat,New South Wales,2795,5307.5248,7.6067
"6,602",12626,Millah Murrah,New South Wales,2795,5307.5248,51.7469
"6,603",12627,Millbank (NSW),New South Wales,2440,3604.2396,120.3317
"6,604",12627,Millbank (NSW),New South Wales,2447,566.6442,120.3317
"6,605",12628,Miller,New South Wales,2168,12.8684,1.2705
"6,606",12628,Miller,New South Wales,2170,54.319,1.2705
"6,607",12628,Miller,New South Wales,2171,21.5331,1.2705
"6,608",12629,Millers Forest,New South Wales,2321,361.6288,27.808
"6,609",12629,Millers Forest,New South Wales,2322,168.2091,27.808
"6,610",12629,Millers Forest,New South Wales,2324,627.1611,27.808
"6,611",12630,Millers Point,New South Wales,2000,4.2871,0.2512
"6,612",12631,Millfield,New South Wales,2325,1605.0648,32.3851
"6,613",12632,Millie,New South Wales,2387,1388.5196,351.4819
"6,614",12632,Millie,New South Wales,2397,1694.9079,351.4819
"6,615",12632,Millie,New South Wales,2398,953.5519,351.4819
"6,616",12632,Millie,New South Wales,2400,7569.0088,351.4819
"6,617",12633,Millingandi,New South Wales,2548,120.1179,19.155
"6,618",12633,Millingandi,New South Wales,2549,222.9511,19.155
"6,619",12633,Millingandi,New South Wales,2550,3966.6591,19.155
"6,620",12634,Millthorpe,New South Wales,2798,268.7089,76.4146
"6,621",12634,Millthorpe,New South Wales,2799,630.7998,76.4146
"6,622",12634,Millthorpe,New South Wales,2800,1993.9511,76.4146
"6,623",12635,Milparinka,New South Wales,2880,66191.4077,9205.2345
"6,624",12636,Milperra,New South Wales,2170,54.319,5.3711
"6,625",12636,Milperra,New South Wales,2172,3.6787,5.3711
"6,626",12636,Milperra,New South Wales,2200,13.9792,5.3711
"6,627",12636,Milperra,New South Wales,2212,6.4088,5.3711
"6,628",12636,Milperra,New South Wales,2213,10.0369,5.3711
"6,629",12636,Milperra,New South Wales,2214,5.3711,5.3711
"6,630",12637,Milroy (Gunnedah - NSW),New South Wales,2379,1114.41,261.3706
"6,631",12637,Milroy (Gunnedah - NSW),New South Wales,2380,2089.1897,261.3706
"6,632",12637,Milroy (Gunnedah - NSW),New South Wales,2381,2052.3174,261.3706
"6,633",12638,Milroy (Mid-Western Regional - NSW),New South Wales,2850,6005.3758,8.0357
"6,634",12639,Milsons Passage,New South Wales,2081,40.1939,0.6383
"6,635",12639,Milsons Passage,New South Wales,2083,45.774,0.6383
"6,636",12640,Milsons Point,New South Wales,2060,2.6912,0.1981
"6,637",12640,Milsons Point,New South Wales,2061,0.6316,0.1981
"6,638",12641,Milton (NSW),New South Wales,2538,390.494,16.4789
"6,639",12641,Milton (NSW),New South Wales,2539,686.0289,16.4789
"6,640",12642,Milvale,New South Wales,2588,218.0548,296.147
"6,641",12642,Milvale,New South Wales,2590,1320.4637,296.147
"6,642",12642,Milvale,New South Wales,2594,2418.7155,296.147
"6,643",12642,Milvale,New South Wales,2666,2462.5855,296.147
"6,644",12642,Milvale,New South Wales,2725,262.3734,296.147
"6,645",12643,Mimosa (NSW),New South Wales,2652,6116.1137,221.7523
"6,646",12643,Mimosa (NSW),New South Wales,2663,492.6429,221.7523
"6,647",12643,Mimosa (NSW),New South Wales,2665,4109.6274,221.7523
"6,648",12643,Mimosa (NSW),New South Wales,2666,2462.5855,221.7523
"6,649",12643,Mimosa (NSW),New South Wales,2701,852.1158,221.7523
"6,650",12644,Minchinbury,New South Wales,2760,19.9308,4.1856
"6,651",12644,Minchinbury,New South Wales,2766,27.2383,4.1856
"6,652",12644,Minchinbury,New South Wales,2770,24.7303,4.1856
"6,653",12645,Mindaribba,New South Wales,2320,403.8742,24.5057
"6,654",12645,Mindaribba,New South Wales,2321,361.6288,24.5057
"6,655",12645,Mindaribba,New South Wales,2421,244.7457,24.5057
"6,656",12646,Mingoola (NSW),New South Wales,2372,4894.7861,70.9388
"6,657",12647,Minimbah,New South Wales,2312,181.2071,36.45
"6,658",12647,Minimbah,New South Wales,2423,1346.2284,36.45
"6,659",12648,Minjary,New South Wales,2720,2485.6548,21.5915
"6,660",12648,Minjary,New South Wales,2722,1576.1373,21.5915
"6,661",12648,Minjary,New South Wales,2729,933.1202,21.5915
"6,662",12649,Minmi,New South Wales,2285,32.3918,8.9696
"6,663",12649,Minmi,New South Wales,2287,38.0741,8.9696
"6,664",12649,Minmi,New South Wales,2322,168.2091,8.9696
"6,665",12650,Minnamurra,New South Wales,2529,40.4513,1.6591
"6,666",12650,Minnamurra,New South Wales,2533,106.4039,1.6591
"6,667",12651,Minnie Water,New South Wales,2460,6630.3495,55.949
"6,668",12651,Minnie Water,New South Wales,2462,470.532,55.949
"6,669",12651,Minnie Water,New South Wales,2463,549.2925,55.949
"6,670",12652,Minore,New South Wales,2821,2339.8603,87.3344
"6,671",12652,Minore,New South Wales,2830,3017.4938,87.3344
"6,672",12653,Minto,New South Wales,2560,411.3136,9.5678
"6,673",12653,Minto,New South Wales,2565,29.7009,9.5678
"6,674",12653,Minto,New South Wales,2566,28.3019,9.5678
"6,675",12654,Minto Heights,New South Wales,2173,192.8683,5.9613
"6,676",12654,Minto Heights,New South Wales,2560,411.3136,5.9613
"6,677",12654,Minto Heights,New South Wales,2565,29.7009,5.9613
"6,678",12654,Minto Heights,New South Wales,2566,28.3019,5.9613
"6,679",12655,Mirador,New South Wales,2548,120.1179,1.7746
"6,680",12656,Miranda (NSW),New South Wales,2224,4.6882,4.708
"6,681",12656,Miranda (NSW),New South Wales,2227,4.5976,4.708
"6,682",12656,Miranda (NSW),New South Wales,2228,5.9464,4.708
"6,683",12656,Miranda (NSW),New South Wales,2229,10.7805,4.708
"6,684",12657,Mirannie,New South Wales,2311,783.5898,101.0065
"6,685",12657,Mirannie,New South Wales,2330,4730.8949,101.0065
"6,686",12658,Mirrabooka (NSW),New South Wales,2264,115.1942,0.7837
"6,687",12659,Mirrool,New South Wales,2665,4109.6274,147.1592
"6,688",12659,Mirrool,New South Wales,2669,6295.346,147.1592
"6,689",12659,Mirrool,New South Wales,2671,3297.7351,147.1592
"6,690",12660,Missabotti,New South Wales,2447,566.6442,130.1626
"6,691",12660,Missabotti,New South Wales,2448,115.0676,130.1626
"6,692",12660,Missabotti,New South Wales,2449,570.7344,130.1626
"6,693",12660,Missabotti,New South Wales,2454,975.6046,130.1626
"6,694",12661,Mitchell (NSW),New South Wales,2795,5307.5248,3.5717
"6,695",12662,Mitchells Flat,New South Wales,2330,4730.8949,34.7706
"6,696",12662,Mitchells Flat,New South Wales,2335,268.4372,34.7706
"6,697",12663,Mitchells Island,New South Wales,2426,71.3349,33.0932
"6,698",12663,Mitchells Island,New South Wales,2427,39.8682,33.0932
"6,699",12663,Mitchells Island,New South Wales,2430,843.4816,33.0932
"6,700",12664,Mittagong,New South Wales,2575,981.4743,58.4228
"6,701",12664,Mittagong,New South Wales,2576,174.2442,58.4228
"6,702",12665,Moama,New South Wales,2710,10466.1631,582.9084
"6,703",12665,Moama,New South Wales,2731,1428.1661,582.9084
"6,704",12666,Modanville,New South Wales,2480,1369.4565,9.7729
"6,705",12667,Mogareeka,New South Wales,2550,3966.6591,3.5364
"6,706",12668,Mogendoura,New South Wales,2536,974.8377,41.7157
"6,707",12668,Mogendoura,New South Wales,2537,1167.0234,41.7157
"6,708",12669,Moggs Swamp,New South Wales,2365,3804.6687,239.6391
"6,709",12669,Moggs Swamp,New South Wales,2370,4769.4223,239.6391
"6,710",12670,Mogilla,New South Wales,2550,3966.6591,51.0796
"6,711",12671,Mogo (Eurobodalla - NSW),New South Wales,2536,974.8377,106.1359
"6,712",12671,Mogo (Eurobodalla - NSW),New South Wales,2537,1167.0234,106.1359
"6,713",12672,Mogo (Mid-Western Regional - NSW),New South Wales,2329,3056.2045,65.4469
"6,714",12672,Mogo (Mid-Western Regional - NSW),New South Wales,2850,6005.3758,65.4469
"6,715",12673,Mogo Creek,New South Wales,2250,691.6342,97.1593
"6,716",12673,Mogo Creek,New South Wales,2325,1605.0648,97.1593
"6,717",12673,Mogo Creek,New South Wales,2775,833.1402,97.1593
"6,718",12674,Mogood,New South Wales,2536,974.8377,96.5831
"6,719",12674,Mogood,New South Wales,2538,390.494,96.5831
"6,720",12674,Mogood,New South Wales,2539,686.0289,96.5831
"6,721",12675,Mograni,New South Wales,2422,3212.5916,26.8148
"6,722",12676,Mogriguy,New South Wales,2822,501.7243,93.675
"6,723",12676,Mogriguy,New South Wales,2830,3017.4938,93.675
"6,724",12677,Mole River,New South Wales,2372,4894.7861,371.8437
"6,725",12678,Moleville Creek,New South Wales,2460,6630.3495,7.8102
"6,726",12679,Mollyan,New South Wales,2357,3305.5418,243.8895
"6,727",12679,Mollyan,New South Wales,2395,1113.5695,243.8895
"6,728",12679,Mollyan,New South Wales,2817,961.4848,243.8895
"6,729",12679,Mollyan,New South Wales,2842,1317.6706,243.8895
"6,730",12680,Mollymook,New South Wales,2538,390.494,1.4653
"6,731",12680,Mollymook,New South Wales,2539,686.0289,1.4653
"6,732",12681,Mollymook Beach,New South Wales,2538,390.494,3.3425
"6,733",12681,Mollymook Beach,New South Wales,2539,686.0289,3.3425
"6,734",12682,Molong,New South Wales,2800,1993.9511,420.9922
"6,735",12682,Molong,New South Wales,2865,620.1745,420.9922
"6,736",12682,Molong,New South Wales,2866,1198.7089,420.9922
"6,737",12682,Molong,New South Wales,2867,1042.378,420.9922
"6,738",12683,Mona Vale,New South Wales,2102,4.136,4.6197
"6,739",12683,Mona Vale,New South Wales,2103,4.6646,4.6197
"6,740",12683,Mona Vale,New South Wales,2104,3.7163,4.6197
"6,741",12683,Mona Vale,New South Wales,2106,3.8119,4.6197
"6,742",12684,Monak,New South Wales,2738,2066.851,48.9981
"6,743",12685,Monaltrie,New South Wales,2480,1369.4565,19.2706
"6,744",12686,Mondayong,New South Wales,2539,686.0289,81.7731
"6,745",12686,Mondayong,New South Wales,2540,1900.6655,81.7731
"6,746",12687,Mondrook,New South Wales,2429,1799.9008,13.2146
"6,747",12687,Mondrook,New South Wales,2430,843.4816,13.2146
"6,748",12688,Monga,New South Wales,2536,974.8377,104.5356
"6,749",12688,Monga,New South Wales,2622,4256.1145,104.5356
"6,750",12689,Mongarlowe,New South Wales,2622,4256.1145,35.4056
"6,751",12690,Mongogarie,New South Wales,2469,3813.3747,67.9815
"6,752",12690,Mongogarie,New South Wales,2470,1256.5159,67.9815
"6,753",12691,Monia Gap,New South Wales,2652,6116.1137,311.5707
"6,754",12691,Monia Gap,New South Wales,2669,6295.346,311.5707
"6,755",12691,Monia Gap,New South Wales,2672,1794.2389,311.5707
"6,756",12691,Monia Gap,New South Wales,2675,8518.5583,311.5707
"6,757",12692,Monivae,New South Wales,2849,2801.0405,44.1799
"6,758",12692,Monivae,New South Wales,2850,6005.3758,44.1799
"6,759",12693,Monkerai,New South Wales,2415,451.8325,125.0278
"6,760",12693,Monkerai,New South Wales,2420,1023.5128,125.0278
"6,761",12693,Monkerai,New South Wales,2422,3212.5916,125.0278
"6,762",12694,Monteagle,New South Wales,2594,2418.7155,121.6413
"6,763",12694,Monteagle,New South Wales,2803,342.0982,121.6413
"6,764",12694,Monteagle,New South Wales,2809,163.0067,121.6413
"6,765",12694,Monteagle,New South Wales,2810,2658.971,121.6413
"6,766",12695,Montecollum,New South Wales,2479,164.5709,3.3632
"6,767",12695,Montecollum,New South Wales,2481,131.029,3.3632
"6,768",12695,Montecollum,New South Wales,2482,180.2681,3.3632
"6,769",12696,Montefiores,New South Wales,2820,2438.751,7.4811
"6,770",12697,Monterey,New South Wales,2216,5.5962,1.1522
"6,771",12697,Monterey,New South Wales,2217,6.2487,1.1522
"6,772",12698,Mooball,New South Wales,2483,182.7314,11.0068
"6,773",12698,Mooball,New South Wales,2484,972.2983,11.0068
"6,774",12699,Moobi,New South Wales,2336,888.9717,55.8598
"6,775",12699,Moobi,New South Wales,2337,3331.7268,55.8598
"6,776",12700,Moogem,New South Wales,2370,4769.4223,136.4118
"6,777",12700,Moogem,New South Wales,2372,4894.7861,136.4118
"6,778",12701,Mookerawa,New South Wales,2820,2438.751,60.6688
"6,779",12701,Mookerawa,New South Wales,2850,6005.3758,60.6688
"6,780",12702,Mookima Wybra,New South Wales,2469,3813.3747,59.608
"6,781",12703,Moolarben,New South Wales,2850,6005.3758,55.1475
"6,782",12704,Moollattoo,New South Wales,2540,1900.6655,81.7604
"6,783",12704,Moollattoo,New South Wales,2577,1312.519,81.7604
"6,784",12704,Moollattoo,New South Wales,2579,860.117,81.7604
"6,785",12705,Moolpa,New South Wales,2711,24180.255,320.3841
"6,786",12705,Moolpa,New South Wales,2715,13749.9032,320.3841
"6,787",12705,Moolpa,New South Wales,2733,2279.3516,320.3841
"6,788",12705,Moolpa,New South Wales,2734,1755.2448,320.3841
"6,789",12706,Moombooldool,New South Wales,2665,4109.6274,128.1538
"6,790",12706,Moombooldool,New South Wales,2700,3016.2983,128.1538
"6,791",12707,Moonan Brook,New South Wales,2337,3331.7268,199.2207
"6,792",12707,Moonan Brook,New South Wales,2422,3212.5916,199.2207
"6,793",12708,Moonan Flat,New South Wales,2337,3331.7268,152.2711
"6,794",12709,Moonbah,New South Wales,2627,1994.6112,154.7663
"6,795",12709,Moonbah,New South Wales,2628,2337.0094,154.7663
"6,796",12710,Moonbi,New South Wales,2340,3352.9983,198.8995
"6,797",12710,Moonbi,New South Wales,2345,291.7831,198.8995
"6,798",12710,Moonbi,New South Wales,2346,1967.8028,198.8995
"6,799",12710,Moonbi,New South Wales,2352,434.2708,198.8995
"6,800",12710,Moonbi,New South Wales,2353,198.8995,198.8995
"6,801",12710,Moonbi,New South Wales,2355,918.5516,198.8995
