Row Number,Suburb Code 2021,Suburb,State,Postcode,Postcode Area (sq km),Suburb Area (sq km)
"10,266",14132,Wallerawang,New South Wales,2790,2481.3231,67.0705
"10,267",14132,Wallerawang,New South Wales,2795,5307.5248,67.0705
"10,268",14132,Wallerawang,New South Wales,2845,67.0705,67.0705
"10,269",14132,Wallerawang,New South Wales,2847,98.897,67.0705
"10,270",14133,Walleroobie,New South Wales,2652,6116.1137,230.8155
"10,271",14133,Walleroobie,New South Wales,2665,4109.6274,230.8155
"10,272",14133,Walleroobie,New South Wales,2701,852.1158,230.8155
"10,273",14134,Wallingat,New South Wales,2423,1346.2284,63.2435
"10,274",14134,Wallingat,New South Wales,2428,320.9401,63.2435
"10,275",14135,Wallis Lake,New South Wales,2312,181.2071,82.9142
"10,276",14135,Wallis Lake,New South Wales,2428,320.9401,82.9142
"10,277",14136,Wallsend,New South Wales,2285,32.3918,11.2109
"10,278",14136,Wallsend,New South Wales,2287,38.0741,11.2109
"10,279",14136,Wallsend,New South Wales,2299,5.2319,11.2109
"10,280",14136,Wallsend,New South Wales,2305,8.894,11.2109
"10,281",14136,Wallsend,New South Wales,2307,6.5582,11.2109
"10,282",14137,Walmer (NSW),New South Wales,2818,471.7655,119.9141
"10,283",14137,Walmer (NSW),New South Wales,2820,2438.751,119.9141
"10,284",14137,Walmer (NSW),New South Wales,2868,777.9814,119.9141
"10,285",14138,Wamban,New South Wales,2537,1167.0234,190.74
"10,286",14138,Wamban,New South Wales,2545,876.5468,190.74
"10,287",14139,Wambangalang,New South Wales,2818,471.7655,273.8513
"10,288",14139,Wambangalang,New South Wales,2830,3017.4938,273.8513
"10,289",14139,Wambangalang,New South Wales,2868,777.9814,273.8513
"10,290",14139,Wambangalang,New South Wales,2869,2103.7978,273.8513
"10,291",14140,Wamberal,New South Wales,2250,691.6342,8.7685
"10,292",14140,Wamberal,New South Wales,2260,23.6207,8.7685
"10,293",14140,Wamberal,New South Wales,2261,51.4591,8.7685
"10,294",14141,Wamboin,New South Wales,2609,127.7951,86.5268
"10,295",14141,Wamboin,New South Wales,2620,2869.8201,86.5268
"10,296",14141,Wamboin,New South Wales,2621,853.2512,86.5268
"10,297",14142,Wambool,New South Wales,2795,5307.5248,21.9884
"10,298",14143,Wambrook,New South Wales,2630,4206.3548,82.0467
"10,299",14144,Wanaaring,New South Wales,2836,31517.8004,19852.4072
"10,300",14144,Wanaaring,New South Wales,2840,62474.6022,19852.4072
"10,301",14144,Wanaaring,New South Wales,2880,66191.4077,19852.4072
"10,302",14145,Wandandian,New South Wales,2540,1900.6655,17.0684
"10,303",14146,Wandella (NSW),New South Wales,2546,911.2673,61.7517
"10,304",14146,Wandella (NSW),New South Wales,2550,3966.6591,61.7517
"10,305",14147,Wandera,New South Wales,2360,3385.2978,4.7016
"10,306",14148,Wandook,New South Wales,2710,10466.1631,74.2484
"10,307",14149,Wandsworth,New South Wales,2360,3385.2978,341.7496
"10,308",14149,Wandsworth,New South Wales,2365,3804.6687,341.7496
"10,309",14149,Wandsworth,New South Wales,2369,347.5058,341.7496
"10,310",14150,Wang Wauk,New South Wales,2312,181.2071,31.9725
"10,311",14150,Wang Wauk,New South Wales,2423,1346.2284,31.9725
"10,312",14150,Wang Wauk,New South Wales,2429,1799.9008,31.9725
"10,313",14151,Wanganella,New South Wales,2710,10466.1631,1504.2658
"10,314",14151,Wanganella,New South Wales,2733,2279.3516,1504.2658
"10,315",14152,Wanganui,New South Wales,2480,1369.4565,2.5031
"10,316",14152,Wanganui,New South Wales,2482,180.2681,2.5031
"10,317",14153,Wangi Wangi,New South Wales,2264,115.1942,3.6556
"10,318",14153,Wangi Wangi,New South Wales,2267,3.6556,3.6556
"10,319",14153,Wangi Wangi,New South Wales,2283,59.2496,3.6556
"10,320",14154,Wantabadgery,New South Wales,2650,4061.238,244.1718
"10,321",14154,Wantabadgery,New South Wales,2663,492.6429,244.1718
"10,322",14154,Wantabadgery,New South Wales,2722,1576.1373,244.1718
"10,323",14154,Wantabadgery,New South Wales,2729,933.1202,244.1718
"10,324",14155,Wantagong,New South Wales,2640,1029.4042,335.1962
"10,325",14155,Wantagong,New South Wales,2644,2157.7365,335.1962
"10,326",14156,Wantiool,New South Wales,2590,1320.4637,76.1743
"10,327",14156,Wantiool,New South Wales,2650,4061.238,76.1743
"10,328",14156,Wantiool,New South Wales,2663,492.6429,76.1743
"10,329",14157,Wapengo,New South Wales,2546,911.2673,74.5717
"10,330",14157,Wapengo,New South Wales,2550,3966.6591,74.5717
"10,331",14158,Warabrook,New South Wales,2304,39.3891,1.4962
"10,332",14158,Warabrook,New South Wales,2308,1.7907,1.4962
"10,333",14159,Waratah (NSW),New South Wales,2292,2.873,1.9144
"10,334",14159,Waratah (NSW),New South Wales,2298,4.0311,1.9144
"10,335",14159,Waratah (NSW),New South Wales,2299,5.2319,1.9144
"10,336",14159,Waratah (NSW),New South Wales,2304,39.3891,1.9144
"10,337",14159,Waratah (NSW),New South Wales,2305,8.894,1.9144
"10,338",14160,Waratah West,New South Wales,2298,4.0311,1.5686
"10,339",14160,Waratah West,New South Wales,2299,5.2319,1.5686
"10,340",14160,Waratah West,New South Wales,2304,39.3891,1.5686
"10,341",14160,Waratah West,New South Wales,2308,1.7907,1.5686
"10,342",14161,Warburn,New South Wales,2652,6116.1137,146.4869
"10,343",14161,Warburn,New South Wales,2680,1894.4513,146.4869
"10,344",14162,Wardell,New South Wales,2472,466.4076,32.3539
"10,345",14162,Wardell,New South Wales,2477,227.642,32.3539
"10,346",14162,Wardell,New South Wales,2478,185.6804,32.3539
"10,347",14163,Wardrop Valley,New South Wales,2483,182.7314,8.8458
"10,348",14163,Wardrop Valley,New South Wales,2484,972.2983,8.8458
"10,349",14164,Wards Mistake,New South Wales,2350,4543.2274,179.7953
"10,350",14164,Wards Mistake,New South Wales,2365,3804.6687,179.7953
"10,351",14164,Wards Mistake,New South Wales,2370,4769.4223,179.7953
"10,352",14165,Wards River,New South Wales,2415,451.8325,90.8196
"10,353",14165,Wards River,New South Wales,2422,3212.5916,90.8196
"10,354",14165,Wards River,New South Wales,2425,518.0099,90.8196
"10,355",14166,Wareemba,New South Wales,2046,6.0148,0.317
"10,356",14167,Warialda,New South Wales,2399,806.3754,1196.8556
"10,357",14167,Warialda,New South Wales,2400,7569.0088,1196.8556
"10,358",14167,Warialda,New South Wales,2401,652.7933,1196.8556
"10,359",14167,Warialda,New South Wales,2402,1631.0064,1196.8556
"10,360",14167,Warialda,New South Wales,2403,1006.9407,1196.8556
"10,361",14167,Warialda,New South Wales,2408,1561.154,1196.8556
"10,362",14167,Warialda,New South Wales,2411,396.9284,1196.8556
"10,363",14168,Warialda Rail,New South Wales,2401,652.7933,164.0038
"10,364",14168,Warialda Rail,New South Wales,2402,1631.0064,164.0038
"10,365",14168,Warialda Rail,New South Wales,2403,1006.9407,164.0038
"10,366",14168,Warialda Rail,New South Wales,2404,1992.4546,164.0038
"10,367",14169,Warilla,New South Wales,2528,11.2805,2.4817
"10,368",14170,Warkworth,New South Wales,2330,4730.8949,137.3508
"10,369",14171,Warners Bay,New South Wales,2282,11.2261,5.4933
"10,370",14171,Warners Bay,New South Wales,2284,24.2726,5.4933
"10,371",14171,Warners Bay,New South Wales,2285,32.3918,5.4933
"10,372",14171,Warners Bay,New South Wales,2290,35.6998,5.4933
"10,373",14172,Warnervale,New South Wales,2259,524.7348,12.7254
"10,374",14173,Warrabah,New South Wales,2346,1967.8028,203.3937
"10,375",14173,Warrabah,New South Wales,2347,3035.4851,203.3937
"10,376",14173,Warrabah,New South Wales,2355,918.5516,203.3937
"10,377",14173,Warrabah,New South Wales,2358,1905.5433,203.3937
"10,378",14173,Warrabah,New South Wales,2359,1294.1139,203.3937
"10,379",14174,Warraderry,New South Wales,2794,1408.2658,323.5783
"10,380",14174,Warraderry,New South Wales,2805,289.854,323.5783
"10,381",14174,Warraderry,New South Wales,2810,2658.971,323.5783
"10,382",14174,Warraderry,New South Wales,2871,3837.8532,323.5783
"10,383",14175,Warragai Creek,New South Wales,2460,6630.3495,18.4733
"10,384",14176,Warragamba,New South Wales,2745,168.7608,5.1466
"10,385",14176,Warragamba,New South Wales,2752,53.5688,5.1466
"10,386",14176,Warragamba,New South Wales,2787,4632.7818,5.1466
"10,387",14177,Warragoon,New South Wales,2710,10466.1631,170.656
"10,388",14177,Warragoon,New South Wales,2713,970.31,170.656
"10,389",14177,Warragoon,New South Wales,2714,708.9706,170.656
"10,390",14178,Warrah,New South Wales,2339,1120.8458,55.3336
"10,391",14178,Warrah,New South Wales,2343,3352.8926,55.3336
"10,392",14179,Warrah Creek,New South Wales,2336,888.9717,130.9034
"10,393",14179,Warrah Creek,New South Wales,2338,989.4776,130.9034
"10,394",14179,Warrah Creek,New South Wales,2339,1120.8458,130.9034
"10,395",14180,Warrah Ridge,New South Wales,2339,1120.8458,217.5013
"10,396",14180,Warrah Ridge,New South Wales,2343,3352.8926,217.5013
"10,397",14181,Warral,New South Wales,2340,3352.9983,51.8583
"10,398",14181,Warral,New South Wales,2344,339.1674,51.8583
"10,399",14182,Warranulla,New South Wales,2422,3212.5916,41.1485
"10,400",14182,Warranulla,New South Wales,2423,1346.2284,41.1485
"10,401",14182,Warranulla,New South Wales,2429,1799.9008,41.1485
"10,402",14183,Warrawee,New South Wales,2074,22.0151,1.3376
"10,403",14183,Warrawee,New South Wales,2076,15.8484,1.3376
"10,404",14184,Warrawidgee,New South Wales,2652,6116.1137,440.9861
"10,405",14184,Warrawidgee,New South Wales,2680,1894.4513,440.9861
"10,406",14184,Warrawidgee,New South Wales,2711,24180.255,440.9861
"10,407",14185,Warrawong,New South Wales,2502,9.1601,2.6348
"10,408",14185,Warrawong,New South Wales,2505,13.8266,2.6348
"10,409",14186,Warrazambil Creek,New South Wales,2474,1537.5939,14.2561
"10,410",14187,Warregah Island,New South Wales,2463,549.2925,4.6325
"10,411",14187,Warregah Island,New South Wales,2465,23.5903,4.6325
"10,412",14187,Warregah Island,New South Wales,2469,3813.3747,4.6325
"10,413",14188,Warrell Creek,New South Wales,2441,992.7849,14.4474
"10,414",14188,Warrell Creek,New South Wales,2447,566.6442,14.4474
"10,415",14189,Warren,New South Wales,2823,2782.3577,239.1961
"10,416",14189,Warren,New South Wales,2824,4843.6,239.1961
"10,417",14189,Warren,New South Wales,2826,1153.7892,239.1961
"10,418",14190,Warri,New South Wales,2622,4256.1145,58.0332
"10,419",14191,Warriewood,New South Wales,2101,26.6694,4.136
"10,420",14191,Warriewood,New South Wales,2102,4.136,4.136
"10,421",14191,Warriewood,New South Wales,2103,4.6646,4.136
"10,422",14191,Warriewood,New South Wales,2104,3.7163,4.136
"10,423",14192,Warrimoo,New South Wales,2774,21.2999,8.5758
"10,424",14192,Warrimoo,New South Wales,2777,54.7327,8.5758
"10,425",14192,Warrimoo,New South Wales,2787,4632.7818,8.5758
"10,426",14193,Warroo (NSW),New South Wales,2871,3837.8532,301.0609
"10,427",14193,Warroo (NSW),New South Wales,2875,2311.0022,301.0609
"10,428",14193,Warroo (NSW),New South Wales,2876,935.4993,301.0609
"10,429",14194,Warrumbungle,New South Wales,2357,3305.5418,183.2672
"10,430",14194,Warrumbungle,New South Wales,2396,1826.7503,183.2672
"10,431",14194,Warrumbungle,New South Wales,2817,961.4848,183.2672
"10,432",14194,Warrumbungle,New South Wales,2828,2375.64,183.2672
"10,433",14195,Warwick Farm,New South Wales,2166,15.2543,4.6126
"10,434",14195,Warwick Farm,New South Wales,2170,54.319,4.6126
"10,435",14196,Washpool (Clarence Valley - NSW),New South Wales,2370,4769.4223,129.6325
"10,436",14196,Washpool (Clarence Valley - NSW),New South Wales,2372,4894.7861,129.6325
"10,437",14196,Washpool (Clarence Valley - NSW),New South Wales,2460,6630.3495,129.6325
"10,438",14197,Washpool (Mid-Coast - NSW),New South Wales,2415,451.8325,8.7744
"10,439",14197,Washpool (Mid-Coast - NSW),New South Wales,2425,518.0099,8.7744
"10,440",14198,Watagan,New South Wales,2325,1605.0648,23.2319
"10,441",14199,Watanobbi,New South Wales,2259,524.7348,1.7419
"10,442",14200,Waterfall,New South Wales,2173,192.8683,17.5829
"10,443",14200,Waterfall,New South Wales,2232,153.5693,17.5829
"10,444",14200,Waterfall,New South Wales,2233,40.831,17.5829
"10,445",14200,Waterfall,New South Wales,2508,162.241,17.5829
"10,446",14201,Waterloo (NSW),New South Wales,2015,4.2157,1.1339
"10,447",14201,Waterloo (NSW),New South Wales,2016,1.1717,1.1339
"10,448",14201,Waterloo (NSW),New South Wales,2017,1.9386,1.1339
"10,449",14201,Waterloo (NSW),New South Wales,2021,5.7186,1.1339
"10,450",14201,Waterloo (NSW),New South Wales,2033,2.6691,1.1339
"10,451",14202,Watersleigh,New South Wales,2540,1900.6655,2.723
"10,452",14202,Watersleigh,New South Wales,2541,45.432,2.723
"10,453",14203,Waterview,New South Wales,2460,6630.3495,6.6493
"10,454",14204,Waterview Heights,New South Wales,2460,6630.3495,58.3324
"10,455",14205,Watsons Bay,New South Wales,2030,4.6636,0.6083
"10,456",14206,Watsons Creek (NSW),New South Wales,2346,1967.8028,241.5791
"10,457",14206,Watsons Creek (NSW),New South Wales,2355,918.5516,241.5791
"10,458",14207,Wattamolla,New South Wales,2535,247.9753,16.2371
"10,459",14207,Wattamolla,New South Wales,2577,1312.519,16.2371
"10,460",14208,Wattamondara,New South Wales,2794,1408.2658,68.7904
"10,461",14208,Wattamondara,New South Wales,2807,299.7008,68.7904
"10,462",14209,Wattle Flat (NSW),New South Wales,2795,5307.5248,58.4152
"10,463",14210,Wattle Grove (NSW),New South Wales,2170,54.319,2.5911
"10,464",14210,Wattle Grove (NSW),New South Wales,2173,192.8683,2.5911
"10,465",14211,Wattle Ponds,New South Wales,2330,4730.8949,14.9187
"10,466",14212,Wattle Ridge (NSW),New South Wales,2571,250.2842,111.7101
"10,467",14212,Wattle Ridge (NSW),New South Wales,2572,106.1734,111.7101
"10,468",14212,Wattle Ridge (NSW),New South Wales,2575,981.4743,111.7101
"10,469",14212,Wattle Ridge (NSW),New South Wales,2787,4632.7818,111.7101
"10,470",14213,Watton,New South Wales,2795,5307.5248,12.4663
"10,471",14214,Wauchope,New South Wales,2439,362.4229,17.7955
"10,472",14214,Wauchope,New South Wales,2446,2233.1607,17.7955
"10,473",14215,Waugorah,New South Wales,2711,24180.255,640.1564
"10,474",14215,Waugorah,New South Wales,2715,13749.9032,640.1564
"10,475",14216,Waukivory,New South Wales,2422,3212.5916,82.7202
"10,476",14216,Waukivory,New South Wales,2423,1346.2284,82.7202
"10,477",14217,Waverley (NSW),New South Wales,2022,1.9228,0.6007
"10,478",14217,Waverley (NSW),New South Wales,2024,1.9321,0.6007
"10,479",14217,Waverley (NSW),New South Wales,2026,3.6477,0.6007
"10,480",14217,Waverley (NSW),New South Wales,2031,6.094,0.6007
"10,481",14218,Waverly,New South Wales,2337,3331.7268,212.7901
"10,482",14218,Waverly,New South Wales,2338,989.4776,212.7901
"10,483",14219,Waverton,New South Wales,2060,2.6912,0.7025
"10,484",14219,Waverton,New South Wales,2065,5.6781,0.7025
"10,485",14220,Way Way,New South Wales,2441,992.7849,46.367
"10,486",14220,Way Way,New South Wales,2447,566.6442,46.367
"10,487",14221,Wayo,New South Wales,2580,5512.6655,73.7854
"10,488",14221,Wayo,New South Wales,2583,3382.6891,73.7854
"10,489",14222,Weabonga,New South Wales,2340,3352.9983,176.0435
"10,490",14222,Weabonga,New South Wales,2352,434.2708,176.0435
"10,491",14222,Weabonga,New South Wales,2354,7142.1491,176.0435
"10,492",14223,Wean,New South Wales,2380,2089.1897,220.7236
"10,493",14223,Wean,New South Wales,2382,1826.3389,220.7236
"10,494",14224,Webbers Creek,New South Wales,2320,403.8742,35.0788
"10,495",14224,Webbers Creek,New South Wales,2335,268.4372,35.0788
"10,496",14224,Webbers Creek,New South Wales,2421,244.7457,35.0788
"10,497",14225,Webbs Creek,New South Wales,2756,1486.8709,112.5837
"10,498",14225,Webbs Creek,New South Wales,2775,833.1402,112.5837
"10,499",14226,Wedderburn (NSW),New South Wales,2173,192.8683,25.3761
"10,500",14226,Wedderburn (NSW),New South Wales,2560,411.3136,25.3761
"10,501",14227,Wee Jasper,New South Wales,2582,3130.1184,422.5025
"10,502",14227,Wee Jasper,New South Wales,2611,1558.6312,422.5025
"10,503",14227,Wee Jasper,New South Wales,2720,2485.6548,422.5025
"10,504",14227,Wee Jasper,New South Wales,2727,772.9227,422.5025
"10,505",14228,Wee Waa,New South Wales,2388,6699.0871,934.8242
"10,506",14228,Wee Waa,New South Wales,2390,4217.1072,934.8242
"10,507",14229,Weedallion,New South Wales,2594,2418.7155,62.2956
"10,508",14229,Weedallion,New South Wales,2666,2462.5855,62.2956
"10,509",14230,Weemelah,New South Wales,2400,7569.0088,579.2866
"10,510",14230,Weemelah,New South Wales,2405,3418.239,579.2866
"10,511",14230,Weemelah,New South Wales,2406,3283.9561,579.2866
"10,512",14231,Weetaliba,New South Wales,2381,2052.3174,222.8432
"10,513",14231,Weetaliba,New South Wales,2395,1113.5695,222.8432
"10,514",14231,Weetaliba,New South Wales,2843,1590.9154,222.8432
"10,515",14232,Weethalle,New South Wales,2665,4109.6274,873.2407
"10,516",14232,Weethalle,New South Wales,2669,6295.346,873.2407
"10,517",14232,Weethalle,New South Wales,2671,3297.7351,873.2407
"10,518",14233,Weilmoringle,New South Wales,2838,3487.8165,2373.2323
"10,519",14233,Weilmoringle,New South Wales,2839,12282.839,2373.2323
"10,520",14233,Weilmoringle,New South Wales,2840,62474.6022,2373.2323
"10,521",14234,Weismantels,New South Wales,2415,451.8325,16.899
"10,522",14234,Weismantels,New South Wales,2422,3212.5916,16.899
"10,523",14235,Welaregang,New South Wales,2640,1029.4042,76.8684
"10,524",14235,Welaregang,New South Wales,2642,4076.8,76.8684
"10,525",14236,Welby,New South Wales,2575,981.4743,1.8975
"10,526",14237,Wellingrove,New South Wales,2360,3385.2978,366.3631
"10,527",14237,Wellingrove,New South Wales,2361,1963.1502,366.3631
"10,528",14237,Wellingrove,New South Wales,2370,4769.4223,366.3631
"10,529",14237,Wellingrove,New South Wales,2371,1900.6028,366.3631
"10,530",14238,Wellington (NSW),New South Wales,2820,2438.751,15.9245
"10,531",14239,Wellington Vale,New South Wales,2370,4769.4223,91.2044
"10,532",14239,Wellington Vale,New South Wales,2371,1900.6028,91.2044
"10,533",14240,Wells Crossing,New South Wales,2460,6630.3495,27.7221
"10,534",14241,Wendoree Park,New South Wales,2250,691.6342,2.0912
"10,535",14241,Wendoree Park,New South Wales,2775,833.1402,2.0912
"10,536",14242,Wentworth (NSW),New South Wales,2648,23909.7281,1636.7129
"10,537",14242,Wentworth (NSW),New South Wales,2715,13749.9032,1636.7129
"10,538",14242,Wentworth (NSW),New South Wales,2717,120.7928,1636.7129
"10,539",14242,Wentworth (NSW),New South Wales,2738,2066.851,1636.7129
"10,540",14242,Wentworth (NSW),New South Wales,2739,50.1706,1636.7129
"10,541",14243,Wentworth Falls,New South Wales,2780,38.4603,21.0358
"10,542",14243,Wentworth Falls,New South Wales,2782,21.0358,21.0358
"10,543",14243,Wentworth Falls,New South Wales,2784,6.1389,21.0358
"10,544",14243,Wentworth Falls,New South Wales,2787,4632.7818,21.0358
"10,545",14244,Wentworth Point,New South Wales,2127,8.1408,0.5739
"10,546",14245,Wentworthville,New South Wales,2145,27.5671,3.1203
"10,547",14245,Wentworthville,New South Wales,2146,6.0077,3.1203
"10,548",14245,Wentworthville,New South Wales,2152,4.2857,3.1203
"10,549",14246,Werai,New South Wales,2577,1312.519,24.3107
"10,550",14246,Werai,New South Wales,2578,47.9223,24.3107
"10,551",14246,Werai,New South Wales,2579,860.117,24.3107
"10,552",14247,Wereboldera,New South Wales,2720,2485.6548,56.7497
"10,553",14248,Wermatong,New South Wales,2720,2485.6548,34.5629
"10,554",14249,Werombi,New South Wales,2570,469.0775,32.0496
"10,555",14249,Werombi,New South Wales,2745,168.7608,32.0496
"10,556",14249,Werombi,New South Wales,2752,53.5688,32.0496
"10,557",14249,Werombi,New South Wales,2787,4632.7818,32.0496
"10,558",14250,Werri Beach,New South Wales,2534,76.2287,0.5046
"10,559",14251,Werrikimbe,New South Wales,2354,7142.1491,124.9248
"10,560",14251,Werrikimbe,New South Wales,2446,2233.1607,124.9248
"10,561",14252,Werrington,New South Wales,2747,55.0667,4.5068
"10,562",14252,Werrington,New South Wales,2760,19.9308,4.5068
"10,563",14253,Werrington County,New South Wales,2747,55.0667,2.0898
"10,564",14253,Werrington County,New South Wales,2760,19.9308,2.0898
"10,565",14254,Werrington Downs,New South Wales,2747,55.0667,1.1092
"10,566",14255,Werris Creek,New South Wales,2340,3352.9983,227.9108
"10,567",14255,Werris Creek,New South Wales,2341,227.9108,227.9108
"10,568",14255,Werris Creek,New South Wales,2342,561.0816,227.9108
"10,569",14255,Werris Creek,New South Wales,2343,3352.8926,227.9108
"10,570",14255,Werris Creek,New South Wales,2381,2052.3174,227.9108
"10,571",14256,West Albury,New South Wales,2640,1029.4042,5.411
"10,572",14257,West Ballina,New South Wales,2477,227.642,9.2838
"10,573",14257,West Ballina,New South Wales,2478,185.6804,9.2838
"10,574",14258,West Bathurst,New South Wales,2795,5307.5248,2.894
"10,575",14259,West Bungawalbin,New South Wales,2469,3813.3747,66.7359
"10,576",14259,West Bungawalbin,New South Wales,2470,1256.5159,66.7359
"10,577",14259,West Bungawalbin,New South Wales,2471,442.1506,66.7359
"10,578",14260,West Coraki,New South Wales,2470,1256.5159,49.3668
"10,579",14260,West Coraki,New South Wales,2471,442.1506,49.3668
"10,580",14261,West Gosford,New South Wales,2250,691.6342,4.7823
"10,581",14262,West Haven,New South Wales,2443,312.5374,1.6275
"10,582",14262,West Haven,New South Wales,2445,76.8106,1.6275
"10,583",14263,West Hoxton,New South Wales,2168,12.8684,6.7081
"10,584",14263,West Hoxton,New South Wales,2171,21.5331,6.7081
"10,585",14263,West Hoxton,New South Wales,2178,54.3241,6.7081
"10,586",14263,West Hoxton,New South Wales,2179,36.53,6.7081
"10,587",14264,West Kempsey,New South Wales,2440,3604.2396,9.4246
"10,588",14265,West Nowra,New South Wales,2540,1900.6655,3.5673
"10,589",14265,West Nowra,New South Wales,2541,45.432,3.5673
"10,590",14266,West Pennant Hills,New South Wales,2118,8.5068,9.2916
"10,591",14266,West Pennant Hills,New South Wales,2119,6.7407,9.2916
"10,592",14266,West Pennant Hills,New South Wales,2120,13.8137,9.2916
"10,593",14266,West Pennant Hills,New South Wales,2125,9.2916,9.2916
"10,594",14266,West Pennant Hills,New South Wales,2126,8.2603,9.2916
"10,595",14266,West Pennant Hills,New South Wales,2151,10.7334,9.2916
"10,596",14266,West Pennant Hills,New South Wales,2153,25.5852,9.2916
"10,597",14266,West Pennant Hills,New South Wales,2154,18.8102,9.2916
"10,598",14267,West Pymble,New South Wales,2071,7.8221,3.6836
"10,599",14267,West Pymble,New South Wales,2072,3.7885,3.6836
"10,600",14267,West Pymble,New South Wales,2073,10.2515,3.6836
"10,601",14267,West Pymble,New South Wales,2074,22.0151,3.6836
"10,602",14267,West Pymble,New South Wales,2113,13.2159,3.6836
"10,603",14268,West Ryde,New South Wales,2112,9.3018,3.566
"10,604",14268,West Ryde,New South Wales,2114,7.3639,3.566
"10,605",14268,West Ryde,New South Wales,2115,3.9347,3.566
"10,606",14268,West Ryde,New South Wales,2122,9.0576,3.566
"10,607",14269,West Tamworth,New South Wales,2340,3352.9983,6.2482
"10,608",14270,West Wallsend,New South Wales,2278,45.0568,17.4925
"10,609",14270,West Wallsend,New South Wales,2285,32.3918,17.4925
"10,610",14270,West Wallsend,New South Wales,2286,25.2353,17.4925
"10,611",14270,West Wallsend,New South Wales,2322,168.2091,17.4925
"10,612",14270,West Wallsend,New South Wales,2323,207.9467,17.4925
"10,613",14271,West Wiangaree,New South Wales,2474,1537.5939,24.0273
"10,614",14272,West Wollongong,New South Wales,2500,27.1582,2.0659
"10,615",14272,West Wollongong,New South Wales,2525,8.5595,2.0659
"10,616",14273,West Wyalong,New South Wales,2669,6295.346,801.3597
"10,617",14273,West Wyalong,New South Wales,2671,3297.7351,801.3597
"10,618",14274,Westbrook (NSW),New South Wales,2330,4730.8949,93.7276
"10,619",14275,Westdale (Snowy Valleys - NSW),New South Wales,2650,4061.238,27.5149
"10,620",14275,Westdale (Snowy Valleys - NSW),New South Wales,2652,6116.1137,27.5149
"10,621",14275,Westdale (Snowy Valleys - NSW),New South Wales,2653,1228.8205,27.5149
"10,622",14275,Westdale (Snowy Valleys - NSW),New South Wales,2730,420.4856,27.5149
"10,623",14276,Westdale (Tamworth Regional - NSW),New South Wales,2340,3352.9983,51.9639
"10,624",14276,Westdale (Tamworth Regional - NSW),New South Wales,2344,339.1674,51.9639
"10,625",14277,Westleigh,New South Wales,2077,22.8664,3.821
"10,626",14277,Westleigh,New South Wales,2120,13.8137,3.821
"10,627",14277,Westleigh,New South Wales,2126,8.2603,3.821
"10,628",14277,Westleigh,New South Wales,2158,41.7948,3.821
"10,629",14278,Westmead,New South Wales,2145,27.5671,2.9256
"10,630",14278,Westmead,New South Wales,2150,5.8687,2.9256
"10,631",14278,Westmead,New South Wales,2151,10.7334,2.9256
"10,632",14278,Westmead,New South Wales,2152,4.2857,2.9256
"10,633",14278,Westmead,New South Wales,2160,8.4346,2.9256
"10,634",14279,Weston (NSW),New South Wales,2326,80.9068,5.4475
"10,635",14279,Weston (NSW),New South Wales,2327,15.0694,5.4475
"10,636",14280,Westwood (NSW),New South Wales,2729,933.1202,48.2832
"10,637",14280,Westwood (NSW),New South Wales,2730,420.4856,48.2832
"10,638",14281,Wetherill Park,New South Wales,2145,27.5671,11.2144
"10,639",14281,Wetherill Park,New South Wales,2148,37.6817,11.2144
"10,640",14281,Wetherill Park,New South Wales,2164,20.5159,11.2144
"10,641",14281,Wetherill Park,New South Wales,2175,21.9683,11.2144
"10,642",14281,Wetherill Park,New South Wales,2176,19.8468,11.2144
"10,643",14282,Wetuppa,New South Wales,2732,1849.8263,56.2461
"10,644",14282,Wetuppa,New South Wales,2734,1755.2448,56.2461
"10,645",14283,Whalan,New South Wales,2760,19.9308,2.4294
"10,646",14283,Whalan,New South Wales,2770,24.7303,2.4294
"10,647",14284,Whale Beach,New South Wales,2107,7.8756,0.4973
"10,648",14284,Whale Beach,New South Wales,2108,2.9542,0.4973
"10,649",14285,Wheeler Heights,New South Wales,2097,4.7508,0.852
"10,650",14285,Wheeler Heights,New South Wales,2099,18.7149,0.852
"10,651",14285,Wheeler Heights,New South Wales,2101,26.6694,0.852
"10,652",14286,Wheeny Creek,New South Wales,2756,1486.8709,55.4277
"10,653",14286,Wheeny Creek,New South Wales,2758,572.1443,55.4277
"10,654",14287,Wheeo,New South Wales,2581,2106.6075,83.6388
"10,655",14287,Wheeo,New South Wales,2583,3382.6891,83.6388
"10,656",14288,Wherrol Flat,New South Wales,2424,881.6889,142.104
"10,657",14288,Wherrol Flat,New South Wales,2429,1799.9008,142.104
"10,658",14289,Whian Whian,New South Wales,2480,1369.4565,62.5476
"10,659",14289,Whian Whian,New South Wales,2482,180.2681,62.5476
"10,660",14290,Whiporie,New South Wales,2460,6630.3495,111.7983
"10,661",14290,Whiporie,New South Wales,2469,3813.3747,111.7983
"10,662",14291,White Cliffs,New South Wales,2836,31517.8004,11676.9818
"10,663",14291,White Cliffs,New South Wales,2840,62474.6022,11676.9818
"10,664",14291,White Cliffs,New South Wales,2880,66191.4077,11676.9818
"10,665",14292,White Rock (NSW),New South Wales,2795,5307.5248,19.0691
"10,666",14293,Whitebridge,New South Wales,2289,11.413,5.2809
"10,667",14293,Whitebridge,New South Wales,2290,35.6998,5.2809
