SA4 Code 2021,SA4 Name,LGA Code 2021,LGA,LGA - Converted,State,Gcc Name21,LGA Area (sq km),SA4 Area (sq km),Row Number
116,Sydney - Blacktown,13800,Hawkesbury,Hawkesbury,New South Wales,Greater Sydney,2775.1378,240.8835,253
116,Sydney - Blacktown,16260,Parramatta,Parramatta,New South Wales,Greater Sydney,83.8303,240.8835,254
116,Sydney - Blacktown,16350,Penrith,Penrith,New South Wales,Greater Sydney,404.7021,240.8835,255
116,Sydney - Blacktown,17420,The Hills Shire,The Hills,New South Wales,Greater Sydney,386.1583,240.8835,256
117,Sydney - City and Inner South,10500,Bayside (NSW),Bayside (NSW),New South Wales,Greater Sydney,50.6204,66.1035,257
117,Sydney - City and Inner South,11570,Canterbury-Bankstown,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,66.1035,258
117,Sydney - City and Inner South,14170,Inner West,Inner West,New South Wales,Greater Sydney,35.2115,66.1035,259
117,Sydney - City and Inner South,16550,Randwick,Randwick,New South Wales,Greater Sydney,36.331,66.1035,260
117,Sydney - City and Inner South,17200,Sydney,Sydney,New South Wales,Greater Sydney,26.6762,66.1035,261
117,Sydney - City and Inner South,18500,Woollahra,Woollahra,New South Wales,Greater Sydney,12.2584,66.1035,262
117,Sydney - City and Inner South,19399,Unincorporated NSW,Unincorporated NSW,New South Wales,Greater Sydney,93208.9194,66.1035,263
118,Sydney - Eastern Suburbs,10500,Bayside (NSW),Bayside (NSW),New South Wales,Greater Sydney,50.6204,57.7342,264
118,Sydney - Eastern Suburbs,16550,Randwick,Randwick,New South Wales,Greater Sydney,36.331,57.7342,265
118,Sydney - Eastern Suburbs,17200,Sydney,Sydney,New South Wales,Greater Sydney,26.6762,57.7342,266
118,Sydney - Eastern Suburbs,18050,Waverley,Waverley,New South Wales,Greater Sydney,9.3506,57.7342,267
118,Sydney - Eastern Suburbs,18500,Woollahra,Woollahra,New South Wales,Greater Sydney,12.2584,57.7342,268
118,Sydney - Eastern Suburbs,19399,Unincorporated NSW,Unincorporated NSW,New South Wales,Greater Sydney,93208.9194,57.7342,269
119,Sydney - Inner South West,10500,Bayside (NSW),Bayside (NSW),New South Wales,Greater Sydney,50.6204,163.9272,270
119,Sydney - Inner South West,11300,Burwood,Burwood,New South Wales,Greater Sydney,7.1282,163.9272,271
119,Sydney - Inner South West,11570,Canterbury-Bankstown,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,163.9272,272
119,Sydney - Inner South West,12380,Cumberland,Cumberland,New South Wales,Greater Sydney,72.7496,163.9272,273
119,Sydney - Inner South West,12850,Fairfield,Fairfield,New South Wales,Greater Sydney,101.5072,163.9272,274
119,Sydney - Inner South West,12930,Georges River,Georges River,New South Wales,Greater Sydney,38.3375,163.9272,275
119,Sydney - Inner South West,14170,Inner West,Inner West,New South Wales,Greater Sydney,35.2115,163.9272,276
119,Sydney - Inner South West,14900,Liverpool,Liverpool,New South Wales,Greater Sydney,305.7401,163.9272,277
119,Sydney - Inner South West,17100,Strathfield,Strathfield,New South Wales,Greater Sydney,14.0008,163.9272,278
119,Sydney - Inner South West,17150,Sutherland Shire,Sutherland,New South Wales,Greater Sydney,333.5806,163.9272,279
120,Sydney - Inner West,11300,Burwood,Burwood,New South Wales,Greater Sydney,7.1282,64.5491,280
120,Sydney - Inner West,11520,Canada Bay,Canada Bay,New South Wales,Greater Sydney,19.9239,64.5491,281
120,Sydney - Inner West,11570,Canterbury-Bankstown,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,64.5491,282
120,Sydney - Inner West,12380,Cumberland,Cumberland,New South Wales,Greater Sydney,72.7496,64.5491,283
120,Sydney - Inner West,14170,Inner West,Inner West,New South Wales,Greater Sydney,35.2115,64.5491,284
120,Sydney - Inner West,16260,Parramatta,Parramatta,New South Wales,Greater Sydney,83.8303,64.5491,285
120,Sydney - Inner West,17100,Strathfield,Strathfield,New South Wales,Greater Sydney,14.0008,64.5491,286
120,Sydney - Inner West,17200,Sydney,Sydney,New South Wales,Greater Sydney,26.6762,64.5491,287
121,Sydney - North Sydney and Hornsby,14000,Hornsby,Hornsby,New South Wales,Greater Sydney,455.0374,275.0994,288
121,Sydney - North Sydney and Hornsby,14500,Ku-ring-gai,Ku-ring-gai,New South Wales,Greater Sydney,85.4093,275.0994,289
121,Sydney - North Sydney and Hornsby,14700,Lane Cove,Lane Cove,New South Wales,Greater Sydney,10.4789,275.0994,290
121,Sydney - North Sydney and Hornsby,15350,Mosman,Mosman,New South Wales,Greater Sydney,8.6503,275.0994,291
121,Sydney - North Sydney and Hornsby,15950,North Sydney,North Sydney,New South Wales,Greater Sydney,10.491,275.0994,292
121,Sydney - North Sydney and Hornsby,15990,Northern Beaches,Northern Beaches,New South Wales,Greater Sydney,254.2072,275.0994,293
121,Sydney - North Sydney and Hornsby,16700,Ryde,Ryde,New South Wales,Greater Sydney,40.4746,275.0994,294
121,Sydney - North Sydney and Hornsby,18250,Willoughby,Willoughby,New South Wales,Greater Sydney,22.4257,275.0994,295
122,Sydney - Northern Beaches,14500,Ku-ring-gai,Ku-ring-gai,New South Wales,Greater Sydney,85.4093,254.2072,296
122,Sydney - Northern Beaches,15990,Northern Beaches,Northern Beaches,New South Wales,Greater Sydney,254.2072,254.2072,297
123,Sydney - Outer South West,11450,Camden,Camden,New South Wales,Greater Sydney,201.5278,1277.2421,298
123,Sydney - Outer South West,11500,Campbelltown (NSW),Campbelltown (NSW),New South Wales,Greater Sydney,311.4117,1277.2421,299
123,Sydney - Outer South West,14900,Liverpool,Liverpool,New South Wales,Greater Sydney,305.7401,1277.2421,300
123,Sydney - Outer South West,17150,Sutherland Shire,Sutherland,New South Wales,Greater Sydney,333.5806,1277.2421,301
123,Sydney - Outer South West,18350,Wingecarribee,Wingecarribee,New South Wales,Greater Sydney,2689.3415,1277.2421,302
123,Sydney - Outer South West,18400,Wollondilly,Wollondilly,New South Wales,Greater Sydney,2555.4341,1277.2421,303
123,Sydney - Outer South West,18450,Wollongong,Wollongong,New South Wales,Greater Sydney,684.3076,1277.2421,304
124,Sydney - Outer West and Blue Mountains,10750,Blacktown,Blacktown,New South Wales,Greater Sydney,238.8471,3968.1294,305
124,Sydney - Outer West and Blue Mountains,10900,Blue Mountains,Blue Mountains,New South Wales,Greater Sydney,1431.1442,3968.1294,306
124,Sydney - Outer West and Blue Mountains,12850,Fairfield,Fairfield,New South Wales,Greater Sydney,101.5072,3968.1294,307
124,Sydney - Outer West and Blue Mountains,13800,Hawkesbury,Hawkesbury,New South Wales,Greater Sydney,2775.1378,3968.1294,308
124,Sydney - Outer West and Blue Mountains,14870,Lithgow,Lithgow,New South Wales,Greater Sydney,4512.2561,3968.1294,309
124,Sydney - Outer West and Blue Mountains,14900,Liverpool,Liverpool,New South Wales,Greater Sydney,305.7401,3968.1294,310
124,Sydney - Outer West and Blue Mountains,16100,Oberon,Oberon,New South Wales,Greater Sydney,3625.047,3968.1294,311
124,Sydney - Outer West and Blue Mountains,16350,Penrith,Penrith,New South Wales,Greater Sydney,404.7021,3968.1294,312
124,Sydney - Outer West and Blue Mountains,17640,Upper Lachlan Shire,Upper Lachlan,New South Wales,Greater Sydney,7127.3957,3968.1294,313
124,Sydney - Outer West and Blue Mountains,18350,Wingecarribee,Wingecarribee,New South Wales,Greater Sydney,2689.3415,3968.1294,314
124,Sydney - Outer West and Blue Mountains,18400,Wollondilly,Wollondilly,New South Wales,Greater Sydney,2555.4341,3968.1294,315
125,Sydney - Parramatta,10750,Blacktown,Blacktown,New South Wales,Greater Sydney,238.8471,162.835,316
125,Sydney - Parramatta,11520,Canada Bay,Canada Bay,New South Wales,Greater Sydney,19.9239,162.835,317
125,Sydney - Parramatta,11570,Canterbury-Bankstown,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,162.835,318
125,Sydney - Parramatta,12380,Cumberland,Cumberland,New South Wales,Greater Sydney,72.7496,162.835,319
125,Sydney - Parramatta,12850,Fairfield,Fairfield,New South Wales,Greater Sydney,101.5072,162.835,320
125,Sydney - Parramatta,14000,Hornsby,Hornsby,New South Wales,Greater Sydney,455.0374,162.835,321
125,Sydney - Parramatta,16260,Parramatta,Parramatta,New South Wales,Greater Sydney,83.8303,162.835,322
125,Sydney - Parramatta,16700,Ryde,Ryde,New South Wales,Greater Sydney,40.4746,162.835,323
125,Sydney - Parramatta,17100,Strathfield,Strathfield,New South Wales,Greater Sydney,14.0008,162.835,324
125,Sydney - Parramatta,17420,The Hills Shire,The Hills,New South Wales,Greater Sydney,386.1583,162.835,325
126,Sydney - Ryde,14000,Hornsby,Hornsby,New South Wales,Greater Sydney,455.0374,69.3368,326
126,Sydney - Ryde,14100,Hunters Hill,Hunters Hill,New South Wales,Greater Sydney,5.7169,69.3368,327
126,Sydney - Ryde,14500,Ku-ring-gai,Ku-ring-gai,New South Wales,Greater Sydney,85.4093,69.3368,328
126,Sydney - Ryde,16260,Parramatta,Parramatta,New South Wales,Greater Sydney,83.8303,69.3368,329
126,Sydney - Ryde,16700,Ryde,Ryde,New South Wales,Greater Sydney,40.4746,69.3368,330
126,Sydney - Ryde,17420,The Hills Shire,The Hills,New South Wales,Greater Sydney,386.1583,69.3368,331
126,Sydney - Ryde,18250,Willoughby,Willoughby,New South Wales,Greater Sydney,22.4257,69.3368,332
127,Sydney - South West,10750,Blacktown,Blacktown,New South Wales,Greater Sydney,238.8471,540.279,333
127,Sydney - South West,11450,Camden,Camden,New South Wales,Greater Sydney,201.5278,540.279,334
127,Sydney - South West,11500,Campbelltown (NSW),Campbelltown (NSW),New South Wales,Greater Sydney,311.4117,540.279,335
127,Sydney - South West,11570,Canterbury-Bankstown,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,540.279,336
127,Sydney - South West,12380,Cumberland,Cumberland,New South Wales,Greater Sydney,72.7496,540.279,337
127,Sydney - South West,12850,Fairfield,Fairfield,New South Wales,Greater Sydney,101.5072,540.279,338
127,Sydney - South West,14900,Liverpool,Liverpool,New South Wales,Greater Sydney,305.7401,540.279,339
127,Sydney - South West,16350,Penrith,Penrith,New South Wales,Greater Sydney,404.7021,540.279,340
127,Sydney - South West,17150,Sutherland Shire,Sutherland,New South Wales,Greater Sydney,333.5806,540.279,341
127,Sydney - South West,18400,Wollondilly,Wollondilly,New South Wales,Greater Sydney,2555.4341,540.279,342
128,Sydney - Sutherland,11570,Canterbury-Bankstown,Canterbury-Bankstown,New South Wales,Greater Sydney,110.2374,295.8525,343
128,Sydney - Sutherland,14900,Liverpool,Liverpool,New South Wales,Greater Sydney,305.7401,295.8525,344
128,Sydney - Sutherland,17150,Sutherland Shire,Sutherland,New South Wales,Greater Sydney,333.5806,295.8525,345
128,Sydney - Sutherland,18450,Wollongong,Wollongong,New South Wales,Greater Sydney,684.3076,295.8525,346
201,Ballarat,20260,Ararat,Ararat,Victoria,Rest of Vic.,4211.1172,10287.4757,347
201,Ballarat,20570,Ballarat,Ballarat,Victoria,Rest of Vic.,739.0321,10287.4757,348
201,Ballarat,21670,Central Goldfields,Central Goldfields,Victoria,Rest of Vic.,1532.7843,10287.4757,349
201,Ballarat,21830,Corangamite,Corangamite,Victoria,Rest of Vic.,4407.492,10287.4757,350
201,Ballarat,22490,Golden Plains,Golden Plains,Victoria,Rest of Vic.,2703.3899,10287.4757,351
201,Ballarat,22750,Greater Geelong,Greater Geelong,Victoria,Rest of Vic.,1247.9872,10287.4757,352
201,Ballarat,22910,Hepburn,Hepburn,Victoria,Rest of Vic.,1472.9843,10287.4757,353
201,Ballarat,23940,Loddon,Loddon,Victoria,Rest of Vic.,6696.4447,10287.4757,354
201,Ballarat,24130,Macedon Ranges,Macedon Ranges,Victoria,Rest of Vic.,1748.284,10287.4757,355
201,Ballarat,24650,Melton,Melton,Victoria,Rest of Vic.,527.5374,10287.4757,356
201,Ballarat,25150,Moorabool,Moorabool,Victoria,Rest of Vic.,2110.5504,10287.4757,357
201,Ballarat,25430,Mount Alexander,Mount Alexander,Victoria,Rest of Vic.,1529.6183,10287.4757,358
201,Ballarat,25810,Northern Grampians,Northern Grampians,Victoria,Rest of Vic.,5729.8765,10287.4757,359
201,Ballarat,25990,Pyrenees,Pyrenees,Victoria,Rest of Vic.,3434.5687,10287.4757,360
201,Ballarat,27260,Wyndham,Wyndham,Victoria,Rest of Vic.,542.0943,10287.4757,361
202,Bendigo,21270,Buloke,Buloke,Victoria,Rest of Vic.,7998.247,11841.9058,362
202,Bendigo,21370,Campaspe,Campaspe,Victoria,Rest of Vic.,4519.073,11841.9058,363
202,Bendigo,21670,Central Goldfields,Central Goldfields,Victoria,Rest of Vic.,1532.7843,11841.9058,364
202,Bendigo,22250,Gannawarra,Gannawarra,Victoria,Rest of Vic.,3737.5979,11841.9058,365
202,Bendigo,22620,Greater Bendigo,Greater Bendigo,Victoria,Rest of Vic.,2999.9717,11841.9058,366
202,Bendigo,22910,Hepburn,Hepburn,Victoria,Rest of Vic.,1472.9843,11841.9058,367
202,Bendigo,23940,Loddon,Loddon,Victoria,Rest of Vic.,6696.4447,11841.9058,368
202,Bendigo,24130,Macedon Ranges,Macedon Ranges,Victoria,Rest of Vic.,1748.284,11841.9058,369
202,Bendigo,24850,Mitchell,Mitchell,Victoria,Rest of Vic.,2862.0837,11841.9058,370
202,Bendigo,25150,Moorabool,Moorabool,Victoria,Rest of Vic.,2110.5504,11841.9058,371
202,Bendigo,25430,Mount Alexander,Mount Alexander,Victoria,Rest of Vic.,1529.6183,11841.9058,372
202,Bendigo,25810,Northern Grampians,Northern Grampians,Victoria,Rest of Vic.,5729.8765,11841.9058,373
202,Bendigo,26430,Strathbogie,Strathbogie,Victoria,Rest of Vic.,3303.2568,11841.9058,374
203,Geelong,21750,Colac Otway,Colac Otway,Victoria,Rest of Vic.,3437.47,4428.699,375
203,Geelong,21830,Corangamite,Corangamite,Victoria,Rest of Vic.,4407.492,4428.699,376
203,Geelong,22490,Golden Plains,Golden Plains,Victoria,Rest of Vic.,2703.3899,4428.699,377
203,Geelong,22750,Greater Geelong,Greater Geelong,Victoria,Rest of Vic.,1247.9872,4428.699,378
203,Geelong,25150,Moorabool,Moorabool,Victoria,Rest of Vic.,2110.5504,4428.699,379
203,Geelong,26080,Queenscliffe,Queenscliffe,Victoria,Rest of Vic.,8.6166,4428.699,380
203,Geelong,26490,Surf Coast,Surf Coast,Victoria,Rest of Vic.,1552.944,4428.699,381
203,Geelong,27260,Wyndham,Wyndham,Victoria,Rest of Vic.,542.0943,4428.699,382
204,Hume,10050,Albury,Albury,New South Wales,Rest of Vic.,305.6386,34006.4765,383
204,Hume,12870,Federation,Federation,New South Wales,Rest of Vic.,5684.9253,34006.4765,384
204,Hume,13340,Greater Hume Shire,Greater Hume,New South Wales,Rest of Vic.,5749.3875,34006.4765,385
204,Hume,17080,Snowy Valleys,Snowy Valleys,New South Wales,Rest of Vic.,8958.9215,34006.4765,386
204,Hume,20110,Alpine,Alpine,Victoria,Rest of Vic.,4788.157,34006.4765,387
204,Hume,20830,Baw Baw,Baw Baw,Victoria,Rest of Vic.,4027.6287,34006.4765,388
204,Hume,21010,Benalla,Benalla,Victoria,Rest of Vic.,2352.6398,34006.4765,389
204,Hume,21370,Campaspe,Campaspe,Victoria,Rest of Vic.,4519.073,34006.4765,390
204,Hume,22110,East Gippsland,East Gippsland,Victoria,Rest of Vic.,20939.5016,34006.4765,391
204,Hume,22620,Greater Bendigo,Greater Bendigo,Victoria,Rest of Vic.,2999.9717,34006.4765,392
204,Hume,22830,Greater Shepparton,Greater Shepparton,Victoria,Rest of Vic.,2421.9092,34006.4765,393
204,Hume,23350,Indigo,Indigo,Victoria,Rest of Vic.,2040.471,34006.4765,394
204,Hume,24130,Macedon Ranges,Macedon Ranges,Victoria,Rest of Vic.,1748.284,34006.4765,395
204,Hume,24250,Mansfield,Mansfield,Victoria,Rest of Vic.,3843.8535,34006.4765,396
204,Hume,24850,Mitchell,Mitchell,Victoria,Rest of Vic.,2862.0837,34006.4765,397
204,Hume,24900,Moira,Moira,Victoria,Rest of Vic.,4045.9201,34006.4765,398
204,Hume,25430,Mount Alexander,Mount Alexander,Victoria,Rest of Vic.,1529.6183,34006.4765,399
204,Hume,25620,Murrindindi,Murrindindi,Victoria,Rest of Vic.,3879.7505,34006.4765,400
204,Hume,26430,Strathbogie,Strathbogie,Victoria,Rest of Vic.,3303.2568,34006.4765,401
204,Hume,26670,Towong,Towong,Victoria,Rest of Vic.,6675.1725,34006.4765,402
204,Hume,26700,Wangaratta,Wangaratta,Victoria,Rest of Vic.,3645.1096,34006.4765,403
204,Hume,26810,Wellington,Wellington,Victoria,Rest of Vic.,10817.4231,34006.4765,404
204,Hume,27170,Wodonga,Wodonga,Victoria,Rest of Vic.,433.0021,34006.4765,405
204,Hume,27450,Yarra Ranges,Yarra Ranges,Victoria,Rest of Vic.,2468.2052,34006.4765,406
204,Hume,29399,Unincorporated Vic,Unincorporated Vic,Victoria,Rest of Vic.,283.1903,34006.4765,407
205,Latrobe - Gippsland,10550,Bega Valley,Bega Valley,New South Wales,Rest of Vic.,6278.5013,41553.1093,408
205,Latrobe - Gippsland,17040,Snowy Monaro Regional,Snowy Monaro,New South Wales,Rest of Vic.,15164.7904,41553.1093,409
205,Latrobe - Gippsland,17080,Snowy Valleys,Snowy Valleys,New South Wales,Rest of Vic.,8958.9215,41553.1093,410
205,Latrobe - Gippsland,20110,Alpine,Alpine,Victoria,Rest of Vic.,4788.157,41553.1093,411
205,Latrobe - Gippsland,20740,Bass Coast,Bass Coast,Victoria,Rest of Vic.,865.8094,41553.1093,412
205,Latrobe - Gippsland,20830,Baw Baw,Baw Baw,Victoria,Rest of Vic.,4027.6287,41553.1093,413
205,Latrobe - Gippsland,21450,Cardinia,Cardinia,Victoria,Rest of Vic.,1282.5671,41553.1093,414
205,Latrobe - Gippsland,22110,East Gippsland,East Gippsland,Victoria,Rest of Vic.,20939.5016,41553.1093,415
205,Latrobe - Gippsland,23810,Latrobe (Vic.),Latrobe (Vic.),Victoria,Rest of Vic.,1425.613,41553.1093,416
205,Latrobe - Gippsland,24250,Mansfield,Mansfield,Victoria,Rest of Vic.,3843.8535,41553.1093,417
205,Latrobe - Gippsland,26170,South Gippsland,South Gippsland,Victoria,Rest of Vic.,3296.3307,41553.1093,418
205,Latrobe - Gippsland,26670,Towong,Towong,Victoria,Rest of Vic.,6675.1725,41553.1093,419
205,Latrobe - Gippsland,26700,Wangaratta,Wangaratta,Victoria,Rest of Vic.,3645.1096,41553.1093,420
205,Latrobe - Gippsland,26810,Wellington,Wellington,Victoria,Rest of Vic.,10817.4231,41553.1093,421
205,Latrobe - Gippsland,27450,Yarra Ranges,Yarra Ranges,Victoria,Rest of Vic.,2468.2052,41553.1093,422
205,Latrobe - Gippsland,29399,Unincorporated Vic,Unincorporated Vic,Victoria,Rest of Vic.,283.1903,41553.1093,423
206,Melbourne - Inner,20660,Banyule,Banyule,Victoria,Greater Melbourne,62.5402,142.4579,424
206,Melbourne - Inner,20910,Bayside (Vic.),Bayside (Vic.),Victoria,Greater Melbourne,37.2111,142.4579,425
206,Melbourne - Inner,21110,Boroondara,Boroondara,Victoria,Greater Melbourne,60.1776,142.4579,426
206,Melbourne - Inner,21890,Darebin,Darebin,Victoria,Greater Melbourne,53.4712,142.4579,427
206,Melbourne - Inner,22310,Glen Eira,Glen Eira,Victoria,Greater Melbourne,38.6908,142.4579,428
206,Melbourne - Inner,23110,Hobsons Bay,Hobsons Bay,Victoria,Greater Melbourne,64.2405,142.4579,429
206,Melbourne - Inner,24330,Maribyrnong,Maribyrnong,Victoria,Greater Melbourne,31.2258,142.4579,430
206,Melbourne - Inner,24600,Melbourne,Melbourne,Victoria,Greater Melbourne,37.5452,142.4579,431
206,Melbourne - Inner,25060,Moonee Valley,Moonee Valley,Victoria,Greater Melbourne,43.1384,142.4579,432
206,Melbourne - Inner,25250,Moreland,Moreland,Victoria,Greater Melbourne,50.9522,142.4579,433
206,Melbourne - Inner,25900,Port Phillip,Port Phillip,Victoria,Greater Melbourne,20.6141,142.4579,434
206,Melbourne - Inner,26350,Stonnington,Stonnington,Victoria,Greater Melbourne,25.651,142.4579,435
206,Melbourne - Inner,27350,Yarra,Yarra,Victoria,Greater Melbourne,19.5421,142.4579,436
207,Melbourne - Inner East,20660,Banyule,Banyule,Victoria,Greater Melbourne,62.5402,146.7436,437
207,Melbourne - Inner East,21110,Boroondara,Boroondara,Victoria,Greater Melbourne,60.1776,146.7436,438
207,Melbourne - Inner East,24210,Manningham,Manningham,Victoria,Greater Melbourne,113.3479,146.7436,439
207,Melbourne - Inner East,24970,Monash,Monash,Victoria,Greater Melbourne,81.4829,146.7436,440
207,Melbourne - Inner East,25710,Nillumbik,Nillumbik,Victoria,Greater Melbourne,432.3373,146.7436,441
207,Melbourne - Inner East,26350,Stonnington,Stonnington,Victoria,Greater Melbourne,25.651,146.7436,442
207,Melbourne - Inner East,26980,Whitehorse,Whitehorse,Victoria,Greater Melbourne,64.2801,146.7436,443
207,Melbourne - Inner East,27350,Yarra,Yarra,Victoria,Greater Melbourne,19.5421,146.7436,444
208,Melbourne - Inner South,20910,Bayside (Vic.),Bayside (Vic.),Victoria,Greater Melbourne,37.2111,161.4964,445
208,Melbourne - Inner South,21110,Boroondara,Boroondara,Victoria,Greater Melbourne,60.1776,161.4964,446
208,Melbourne - Inner South,22170,Frankston,Frankston,Victoria,Greater Melbourne,129.5981,161.4964,447
208,Melbourne - Inner South,22310,Glen Eira,Glen Eira,Victoria,Greater Melbourne,38.6908,161.4964,448
208,Melbourne - Inner South,22670,Greater Dandenong,Greater Dandenong,Victoria,Greater Melbourne,129.5466,161.4964,449
208,Melbourne - Inner South,23430,Kingston (Vic.),Kingston (Vic.),Victoria,Greater Melbourne,91.3676,161.4964,450
208,Melbourne - Inner South,24970,Monash,Monash,Victoria,Greater Melbourne,81.4829,161.4964,451
208,Melbourne - Inner South,25900,Port Phillip,Port Phillip,Victoria,Greater Melbourne,20.6141,161.4964,452
208,Melbourne - Inner South,26350,Stonnington,Stonnington,Victoria,Greater Melbourne,25.651,161.4964,453
209,Melbourne - North East,20660,Banyule,Banyule,Victoria,Greater Melbourne,62.5402,1851.2647,454
209,Melbourne - North East,21110,Boroondara,Boroondara,Victoria,Greater Melbourne,60.1776,1851.2647,455
209,Melbourne - North East,21890,Darebin,Darebin,Victoria,Greater Melbourne,53.4712,1851.2647,456
209,Melbourne - North East,23270,Hume,Hume,Victoria,Greater Melbourne,503.8488,1851.2647,457
209,Melbourne - North East,24130,Macedon Ranges,Macedon Ranges,Victoria,Greater Melbourne,1748.284,1851.2647,458
209,Melbourne - North East,24210,Manningham,Manningham,Victoria,Greater Melbourne,113.3479,1851.2647,459
209,Melbourne - North East,24850,Mitchell,Mitchell,Victoria,Greater Melbourne,2862.0837,1851.2647,460
209,Melbourne - North East,25250,Moreland,Moreland,Victoria,Greater Melbourne,50.9522,1851.2647,461
209,Melbourne - North East,25620,Murrindindi,Murrindindi,Victoria,Greater Melbourne,3879.7505,1851.2647,462
209,Melbourne - North East,25710,Nillumbik,Nillumbik,Victoria,Greater Melbourne,432.3373,1851.2647,463
209,Melbourne - North East,27070,Whittlesea,Whittlesea,Victoria,Greater Melbourne,489.6938,1851.2647,464
209,Melbourne - North East,27350,Yarra,Yarra,Victoria,Greater Melbourne,19.5421,1851.2647,465
209,Melbourne - North East,27450,Yarra Ranges,Yarra Ranges,Victoria,Greater Melbourne,2468.2052,1851.2647,466
210,Melbourne - North West,21180,Brimbank,Brimbank,Victoria,Greater Melbourne,123.3991,1619.6884,467
210,Melbourne - North West,21890,Darebin,Darebin,Victoria,Greater Melbourne,53.4712,1619.6884,468
210,Melbourne - North West,23270,Hume,Hume,Victoria,Greater Melbourne,503.8488,1619.6884,469
210,Melbourne - North West,24130,Macedon Ranges,Macedon Ranges,Victoria,Greater Melbourne,1748.284,1619.6884,470
210,Melbourne - North West,24330,Maribyrnong,Maribyrnong,Victoria,Greater Melbourne,31.2258,1619.6884,471
210,Melbourne - North West,24650,Melton,Melton,Victoria,Greater Melbourne,527.5374,1619.6884,472
210,Melbourne - North West,24850,Mitchell,Mitchell,Victoria,Greater Melbourne,2862.0837,1619.6884,473
210,Melbourne - North West,25060,Moonee Valley,Moonee Valley,Victoria,Greater Melbourne,43.1384,1619.6884,474
210,Melbourne - North West,25150,Moorabool,Moorabool,Victoria,Greater Melbourne,2110.5504,1619.6884,475
210,Melbourne - North West,25250,Moreland,Moreland,Victoria,Greater Melbourne,50.9522,1619.6884,476
210,Melbourne - North West,27070,Whittlesea,Whittlesea,Victoria,Greater Melbourne,489.6938,1619.6884,477
211,Melbourne - Outer East,20830,Baw Baw,Baw Baw,Victoria,Greater Melbourne,4027.6287,1878.5577,478
211,Melbourne - Outer East,21450,Cardinia,Cardinia,Victoria,Greater Melbourne,1282.5671,1878.5577,479
211,Melbourne - Outer East,21610,Casey,Casey,Victoria,Greater Melbourne,409.4287,1878.5577,480
211,Melbourne - Outer East,22670,Greater Dandenong,Greater Dandenong,Victoria,Greater Melbourne,129.5466,1878.5577,481
211,Melbourne - Outer East,23670,Knox,Knox,Victoria,Greater Melbourne,113.9114,1878.5577,482
211,Melbourne - Outer East,24210,Manningham,Manningham,Victoria,Greater Melbourne,113.3479,1878.5577,483
211,Melbourne - Outer East,24410,Maroondah,Maroondah,Victoria,Greater Melbourne,61.4097,1878.5577,484
211,Melbourne - Outer East,24970,Monash,Monash,Victoria,Greater Melbourne,81.4829,1878.5577,485
211,Melbourne - Outer East,25620,Murrindindi,Murrindindi,Victoria,Greater Melbourne,3879.7505,1878.5577,486
211,Melbourne - Outer East,25710,Nillumbik,Nillumbik,Victoria,Greater Melbourne,432.3373,1878.5577,487
211,Melbourne - Outer East,26980,Whitehorse,Whitehorse,Victoria,Greater Melbourne,64.2801,1878.5577,488
211,Melbourne - Outer East,27450,Yarra Ranges,Yarra Ranges,Victoria,Greater Melbourne,2468.2052,1878.5577,489
212,Melbourne - South East,20740,Bass Coast,Bass Coast,Victoria,Greater Melbourne,865.8094,1922.2794,490
212,Melbourne - South East,20830,Baw Baw,Baw Baw,Victoria,Greater Melbourne,4027.6287,1922.2794,491
212,Melbourne - South East,21110,Boroondara,Boroondara,Victoria,Greater Melbourne,60.1776,1922.2794,492
212,Melbourne - South East,21450,Cardinia,Cardinia,Victoria,Greater Melbourne,1282.5671,1922.2794,493
212,Melbourne - South East,21610,Casey,Casey,Victoria,Greater Melbourne,409.4287,1922.2794,494
212,Melbourne - South East,22170,Frankston,Frankston,Victoria,Greater Melbourne,129.5981,1922.2794,495
212,Melbourne - South East,22310,Glen Eira,Glen Eira,Victoria,Greater Melbourne,38.6908,1922.2794,496
212,Melbourne - South East,22670,Greater Dandenong,Greater Dandenong,Victoria,Greater Melbourne,129.5466,1922.2794,497
212,Melbourne - South East,23430,Kingston (Vic.),Kingston (Vic.),Victoria,Greater Melbourne,91.3676,1922.2794,498
212,Melbourne - South East,23670,Knox,Knox,Victoria,Greater Melbourne,113.9114,1922.2794,499
212,Melbourne - South East,24970,Monash,Monash,Victoria,Greater Melbourne,81.4829,1922.2794,500
212,Melbourne - South East,25340,Mornington Peninsula,Mornington Peninsula,Victoria,Greater Melbourne,723.992,1922.2794,501
212,Melbourne - South East,26170,South Gippsland,South Gippsland,Victoria,Greater Melbourne,3296.3307,1922.2794,502
212,Melbourne - South East,26350,Stonnington,Stonnington,Victoria,Greater Melbourne,25.651,1922.2794,503
212,Melbourne - South East,26980,Whitehorse,Whitehorse,Victoria,Greater Melbourne,64.2801,1922.2794,504
212,Melbourne - South East,27450,Yarra Ranges,Yarra Ranges,Victoria,Greater Melbourne,2468.2052,1922.2794,505
