Row Number,GCCSA Code 2021,GCCSA,State,Postcode,Postcode Area (sq km),GCCSA Area (sq km)
386,1RNSW,Rest of NSW,New South Wales,2426,71.3349,788428.9733
387,1RNSW,Rest of NSW,New South Wales,2427,39.8682,788428.9733
388,1RNSW,Rest of NSW,New South Wales,2428,320.9401,788428.9733
389,1RNSW,Rest of NSW,New South Wales,2429,1799.9008,788428.9733
390,1RNSW,Rest of NSW,New South Wales,2430,843.4816,788428.9733
391,1RNSW,Rest of NSW,New South Wales,2431,45.9673,788428.9733
392,1RNSW,Rest of NSW,New South Wales,2439,362.4229,788428.9733
393,1RNSW,Rest of NSW,New South Wales,2440,3604.2396,788428.9733
394,1RNSW,Rest of NSW,New South Wales,2441,992.7849,788428.9733
395,1RNSW,Rest of NSW,New South Wales,2443,312.5374,788428.9733
396,1RNSW,Rest of NSW,New South Wales,2444,222.4491,788428.9733
397,1RNSW,Rest of NSW,New South Wales,2445,76.8106,788428.9733
398,1RNSW,Rest of NSW,New South Wales,2446,2233.1607,788428.9733
399,1RNSW,Rest of NSW,New South Wales,2447,566.6442,788428.9733
400,1RNSW,Rest of NSW,New South Wales,2448,115.0676,788428.9733
401,1RNSW,Rest of NSW,New South Wales,2449,570.7344,788428.9733
402,1RNSW,Rest of NSW,New South Wales,2450,1019.718,788428.9733
403,1RNSW,Rest of NSW,New South Wales,2452,12.7764,788428.9733
404,1RNSW,Rest of NSW,New South Wales,2453,2157.9951,788428.9733
405,1RNSW,Rest of NSW,New South Wales,2454,975.6046,788428.9733
406,1RNSW,Rest of NSW,New South Wales,2455,48.0551,788428.9733
407,1RNSW,Rest of NSW,New South Wales,2456,205.4443,788428.9733
408,1RNSW,Rest of NSW,New South Wales,2460,6630.3495,788428.9733
409,1RNSW,Rest of NSW,New South Wales,2462,470.532,788428.9733
410,1RNSW,Rest of NSW,New South Wales,2463,549.2925,788428.9733
411,1RNSW,Rest of NSW,New South Wales,2464,102.8533,788428.9733
412,1RNSW,Rest of NSW,New South Wales,2465,23.5903,788428.9733
413,1RNSW,Rest of NSW,New South Wales,2466,14.3561,788428.9733
414,1RNSW,Rest of NSW,New South Wales,2469,3813.3747,788428.9733
415,1RNSW,Rest of NSW,New South Wales,2470,1256.5159,788428.9733
416,1RNSW,Rest of NSW,New South Wales,2471,442.1506,788428.9733
417,1RNSW,Rest of NSW,New South Wales,2472,466.4076,788428.9733
418,1RNSW,Rest of NSW,New South Wales,2473,31.366,788428.9733
419,1RNSW,Rest of NSW,New South Wales,2474,1537.5939,788428.9733
420,1RNSW,Rest of NSW,New South Wales,2475,494.7232,788428.9733
421,1RNSW,Rest of NSW,New South Wales,2476,805.3354,788428.9733
422,1RNSW,Rest of NSW,New South Wales,2477,227.642,788428.9733
423,1RNSW,Rest of NSW,New South Wales,2478,185.6804,788428.9733
424,1RNSW,Rest of NSW,New South Wales,2479,164.5709,788428.9733
425,1RNSW,Rest of NSW,New South Wales,2480,1369.4565,788428.9733
426,1RNSW,Rest of NSW,New South Wales,2481,131.029,788428.9733
427,1RNSW,Rest of NSW,New South Wales,2482,180.2681,788428.9733
428,1RNSW,Rest of NSW,New South Wales,2483,182.7314,788428.9733
429,1RNSW,Rest of NSW,New South Wales,2484,972.2983,788428.9733
430,1RNSW,Rest of NSW,New South Wales,2485,13.73,788428.9733
431,1RNSW,Rest of NSW,New South Wales,2486,100.3781,788428.9733
432,1RNSW,Rest of NSW,New South Wales,2487,66.6066,788428.9733
433,1RNSW,Rest of NSW,New South Wales,2488,13.626,788428.9733
434,1RNSW,Rest of NSW,New South Wales,2489,14.5419,788428.9733
435,1RNSW,Rest of NSW,New South Wales,2490,22.4375,788428.9733
436,1RNSW,Rest of NSW,New South Wales,2500,27.1582,788428.9733
437,1RNSW,Rest of NSW,New South Wales,2502,9.1601,788428.9733
438,1RNSW,Rest of NSW,New South Wales,2505,13.8266,788428.9733
439,1RNSW,Rest of NSW,New South Wales,2506,7.3207,788428.9733
440,1RNSW,Rest of NSW,New South Wales,2508,162.241,788428.9733
441,1RNSW,Rest of NSW,New South Wales,2515,14.2268,788428.9733
442,1RNSW,Rest of NSW,New South Wales,2516,8.6615,788428.9733
443,1RNSW,Rest of NSW,New South Wales,2517,9.0099,788428.9733
444,1RNSW,Rest of NSW,New South Wales,2518,12.7193,788428.9733
445,1RNSW,Rest of NSW,New South Wales,2519,9.2816,788428.9733
446,1RNSW,Rest of NSW,New South Wales,2525,8.5595,788428.9733
447,1RNSW,Rest of NSW,New South Wales,2526,132.2947,788428.9733
448,1RNSW,Rest of NSW,New South Wales,2527,96.0646,788428.9733
449,1RNSW,Rest of NSW,New South Wales,2528,11.2805,788428.9733
450,1RNSW,Rest of NSW,New South Wales,2529,40.4513,788428.9733
451,1RNSW,Rest of NSW,New South Wales,2530,88.3672,788428.9733
452,1RNSW,Rest of NSW,New South Wales,2533,106.4039,788428.9733
453,1RNSW,Rest of NSW,New South Wales,2534,76.2287,788428.9733
454,1RNSW,Rest of NSW,New South Wales,2535,247.9753,788428.9733
455,1RNSW,Rest of NSW,New South Wales,2536,974.8377,788428.9733
456,1RNSW,Rest of NSW,New South Wales,2537,1167.0234,788428.9733
457,1RNSW,Rest of NSW,New South Wales,2538,390.494,788428.9733
458,1RNSW,Rest of NSW,New South Wales,2539,686.0289,788428.9733
459,1RNSW,Rest of NSW,New South Wales,2540,1900.6655,788428.9733
460,1RNSW,Rest of NSW,New South Wales,2541,45.432,788428.9733
461,1RNSW,Rest of NSW,New South Wales,2545,876.5468,788428.9733
462,1RNSW,Rest of NSW,New South Wales,2546,911.2673,788428.9733
463,1RNSW,Rest of NSW,New South Wales,2548,120.1179,788428.9733
464,1RNSW,Rest of NSW,New South Wales,2549,222.9511,788428.9733
465,1RNSW,Rest of NSW,New South Wales,2550,3966.6591,788428.9733
466,1RNSW,Rest of NSW,New South Wales,2551,1397.7681,788428.9733
467,1RNSW,Rest of NSW,New South Wales,2560,411.3136,788428.9733
468,1RNSW,Rest of NSW,New South Wales,2571,250.2842,788428.9733
469,1RNSW,Rest of NSW,New South Wales,2572,106.1734,788428.9733
470,1RNSW,Rest of NSW,New South Wales,2574,350.23,788428.9733
471,1RNSW,Rest of NSW,New South Wales,2575,981.4743,788428.9733
472,1RNSW,Rest of NSW,New South Wales,2576,174.2442,788428.9733
473,1RNSW,Rest of NSW,New South Wales,2577,1312.519,788428.9733
474,1RNSW,Rest of NSW,New South Wales,2578,47.9223,788428.9733
475,1RNSW,Rest of NSW,New South Wales,2579,860.117,788428.9733
476,1RNSW,Rest of NSW,New South Wales,2580,5512.6655,788428.9733
477,1RNSW,Rest of NSW,New South Wales,2581,2106.6075,788428.9733
478,1RNSW,Rest of NSW,New South Wales,2582,3130.1184,788428.9733
479,1RNSW,Rest of NSW,New South Wales,2583,3382.6891,788428.9733
480,1RNSW,Rest of NSW,New South Wales,2584,281.3129,788428.9733
481,1RNSW,Rest of NSW,New South Wales,2585,260.132,788428.9733
482,1RNSW,Rest of NSW,New South Wales,2586,2323.2503,788428.9733
483,1RNSW,Rest of NSW,New South Wales,2587,921.8587,788428.9733
484,1RNSW,Rest of NSW,New South Wales,2588,218.0548,788428.9733
485,1RNSW,Rest of NSW,New South Wales,2590,1320.4637,788428.9733
486,1RNSW,Rest of NSW,New South Wales,2594,2418.7155,788428.9733
487,1RNSW,Rest of NSW,New South Wales,2600,23.345,788428.9733
488,1RNSW,Rest of NSW,New South Wales,2609,127.7951,788428.9733
489,1RNSW,Rest of NSW,New South Wales,2611,1558.6312,788428.9733
490,1RNSW,Rest of NSW,New South Wales,2615,36.9984,788428.9733
491,1RNSW,Rest of NSW,New South Wales,2617,37.0115,788428.9733
492,1RNSW,Rest of NSW,New South Wales,2618,216.6295,788428.9733
493,1RNSW,Rest of NSW,New South Wales,2619,11.3316,788428.9733
494,1RNSW,Rest of NSW,New South Wales,2620,2869.8201,788428.9733
495,1RNSW,Rest of NSW,New South Wales,2621,853.2512,788428.9733
496,1RNSW,Rest of NSW,New South Wales,2622,4256.1145,788428.9733
497,1RNSW,Rest of NSW,New South Wales,2623,166.9084,788428.9733
498,1RNSW,Rest of NSW,New South Wales,2624,348.5647,788428.9733
499,1RNSW,Rest of NSW,New South Wales,2625,1.0856,788428.9733
500,1RNSW,Rest of NSW,New South Wales,2626,383.5704,788428.9733
501,1RNSW,Rest of NSW,New South Wales,2627,1994.6112,788428.9733
502,1RNSW,Rest of NSW,New South Wales,2628,2337.0094,788428.9733
503,1RNSW,Rest of NSW,New South Wales,2629,2054.5144,788428.9733
504,1RNSW,Rest of NSW,New South Wales,2630,4206.3548,788428.9733
505,1RNSW,Rest of NSW,New South Wales,2631,1199.4934,788428.9733
506,1RNSW,Rest of NSW,New South Wales,2632,1824.9879,788428.9733
507,1RNSW,Rest of NSW,New South Wales,2633,766.4927,788428.9733
508,1RNSW,Rest of NSW,New South Wales,2640,1029.4042,788428.9733
509,1RNSW,Rest of NSW,New South Wales,2641,33.5384,788428.9733
510,1RNSW,Rest of NSW,New South Wales,2642,4076.8,788428.9733
511,1RNSW,Rest of NSW,New South Wales,2643,156.4024,788428.9733
512,1RNSW,Rest of NSW,New South Wales,2644,2157.7365,788428.9733
513,1RNSW,Rest of NSW,New South Wales,2645,1181.6879,788428.9733
514,1RNSW,Rest of NSW,New South Wales,2646,2895.4549,788428.9733
515,1RNSW,Rest of NSW,New South Wales,2647,357.3501,788428.9733
516,1RNSW,Rest of NSW,New South Wales,2648,23909.7281,788428.9733
517,1RNSW,Rest of NSW,New South Wales,2649,247.113,788428.9733
518,1RNSW,Rest of NSW,New South Wales,2650,4061.238,788428.9733
519,1RNSW,Rest of NSW,New South Wales,2651,34.62,788428.9733
520,1RNSW,Rest of NSW,New South Wales,2652,6116.1137,788428.9733
521,1RNSW,Rest of NSW,New South Wales,2653,1228.8205,788428.9733
522,1RNSW,Rest of NSW,New South Wales,2655,427.2763,788428.9733
523,1RNSW,Rest of NSW,New South Wales,2656,1497.1368,788428.9733
524,1RNSW,Rest of NSW,New South Wales,2658,748.0545,788428.9733
525,1RNSW,Rest of NSW,New South Wales,2659,367.5445,788428.9733
526,1RNSW,Rest of NSW,New South Wales,2660,451.2793,788428.9733
527,1RNSW,Rest of NSW,New South Wales,2661,14.7623,788428.9733
528,1RNSW,Rest of NSW,New South Wales,2663,492.6429,788428.9733
529,1RNSW,Rest of NSW,New South Wales,2665,4109.6274,788428.9733
530,1RNSW,Rest of NSW,New South Wales,2666,2462.5855,788428.9733
531,1RNSW,Rest of NSW,New South Wales,2668,708.1132,788428.9733
532,1RNSW,Rest of NSW,New South Wales,2669,6295.346,788428.9733
533,1RNSW,Rest of NSW,New South Wales,2671,3297.7351,788428.9733
534,1RNSW,Rest of NSW,New South Wales,2672,1794.2389,788428.9733
535,1RNSW,Rest of NSW,New South Wales,2675,8518.5583,788428.9733
536,1RNSW,Rest of NSW,New South Wales,2678,3.5099,788428.9733
537,1RNSW,Rest of NSW,New South Wales,2680,1894.4513,788428.9733
538,1RNSW,Rest of NSW,New South Wales,2681,471.7587,788428.9733
539,1RNSW,Rest of NSW,New South Wales,2700,3016.2983,788428.9733
540,1RNSW,Rest of NSW,New South Wales,2701,852.1158,788428.9733
541,1RNSW,Rest of NSW,New South Wales,2702,439.8686,788428.9733
542,1RNSW,Rest of NSW,New South Wales,2703,56.8879,788428.9733
543,1RNSW,Rest of NSW,New South Wales,2705,1129.1529,788428.9733
544,1RNSW,Rest of NSW,New South Wales,2706,725.4016,788428.9733
545,1RNSW,Rest of NSW,New South Wales,2707,2112.3439,788428.9733
546,1RNSW,Rest of NSW,New South Wales,2710,10466.1631,788428.9733
547,1RNSW,Rest of NSW,New South Wales,2711,24180.255,788428.9733
548,1RNSW,Rest of NSW,New South Wales,2712,966.5102,788428.9733
549,1RNSW,Rest of NSW,New South Wales,2713,970.31,788428.9733
550,1RNSW,Rest of NSW,New South Wales,2714,708.9706,788428.9733
551,1RNSW,Rest of NSW,New South Wales,2715,13749.9032,788428.9733
552,1RNSW,Rest of NSW,New South Wales,2716,2861.8271,788428.9733
553,1RNSW,Rest of NSW,New South Wales,2717,120.7928,788428.9733
554,1RNSW,Rest of NSW,New South Wales,2720,2485.6548,788428.9733
555,1RNSW,Rest of NSW,New South Wales,2721,539.5029,788428.9733
556,1RNSW,Rest of NSW,New South Wales,2722,1576.1373,788428.9733
557,1RNSW,Rest of NSW,New South Wales,2725,262.3734,788428.9733
558,1RNSW,Rest of NSW,New South Wales,2726,160.6689,788428.9733
559,1RNSW,Rest of NSW,New South Wales,2727,772.9227,788428.9733
560,1RNSW,Rest of NSW,New South Wales,2729,933.1202,788428.9733
561,1RNSW,Rest of NSW,New South Wales,2730,420.4856,788428.9733
562,1RNSW,Rest of NSW,New South Wales,2731,1428.1661,788428.9733
563,1RNSW,Rest of NSW,New South Wales,2732,1849.8263,788428.9733
564,1RNSW,Rest of NSW,New South Wales,2733,2279.3516,788428.9733
565,1RNSW,Rest of NSW,New South Wales,2734,1755.2448,788428.9733
566,1RNSW,Rest of NSW,New South Wales,2735,271.5656,788428.9733
567,1RNSW,Rest of NSW,New South Wales,2736,213.1077,788428.9733
568,1RNSW,Rest of NSW,New South Wales,2737,3345.8754,788428.9733
569,1RNSW,Rest of NSW,New South Wales,2738,2066.851,788428.9733
570,1RNSW,Rest of NSW,New South Wales,2739,50.1706,788428.9733
571,1RNSW,Rest of NSW,New South Wales,2756,1486.8709,788428.9733
572,1RNSW,Rest of NSW,New South Wales,2758,572.1443,788428.9733
573,1RNSW,Rest of NSW,New South Wales,2775,833.1402,788428.9733
574,1RNSW,Rest of NSW,New South Wales,2785,128.6447,788428.9733
575,1RNSW,Rest of NSW,New South Wales,2786,84.7603,788428.9733
576,1RNSW,Rest of NSW,New South Wales,2787,4632.7818,788428.9733
577,1RNSW,Rest of NSW,New South Wales,2790,2481.3231,788428.9733
578,1RNSW,Rest of NSW,New South Wales,2791,184.9651,788428.9733
579,1RNSW,Rest of NSW,New South Wales,2792,369.6931,788428.9733
580,1RNSW,Rest of NSW,New South Wales,2793,648.0055,788428.9733
581,1RNSW,Rest of NSW,New South Wales,2794,1408.2658,788428.9733
582,1RNSW,Rest of NSW,New South Wales,2795,5307.5248,788428.9733
583,1RNSW,Rest of NSW,New South Wales,2797,147.8245,788428.9733
584,1RNSW,Rest of NSW,New South Wales,2798,268.7089,788428.9733
585,1RNSW,Rest of NSW,New South Wales,2799,630.7998,788428.9733
586,1RNSW,Rest of NSW,New South Wales,2800,1993.9511,788428.9733
587,1RNSW,Rest of NSW,New South Wales,2803,342.0982,788428.9733
588,1RNSW,Rest of NSW,New South Wales,2804,878.0498,788428.9733
589,1RNSW,Rest of NSW,New South Wales,2805,289.854,788428.9733
590,1RNSW,Rest of NSW,New South Wales,2806,519.6961,788428.9733
591,1RNSW,Rest of NSW,New South Wales,2807,299.7008,788428.9733
592,1RNSW,Rest of NSW,New South Wales,2808,242.5414,788428.9733
593,1RNSW,Rest of NSW,New South Wales,2809,163.0067,788428.9733
594,1RNSW,Rest of NSW,New South Wales,2810,2658.971,788428.9733
595,1RNSW,Rest of NSW,New South Wales,2817,961.4848,788428.9733
596,1RNSW,Rest of NSW,New South Wales,2818,471.7655,788428.9733
597,1RNSW,Rest of NSW,New South Wales,2820,2438.751,788428.9733
598,1RNSW,Rest of NSW,New South Wales,2821,2339.8603,788428.9733
599,1RNSW,Rest of NSW,New South Wales,2822,501.7243,788428.9733
600,1RNSW,Rest of NSW,New South Wales,2823,2782.3577,788428.9733
601,1RNSW,Rest of NSW,New South Wales,2824,4843.6,788428.9733
602,1RNSW,Rest of NSW,New South Wales,2825,7188.4073,788428.9733
603,1RNSW,Rest of NSW,New South Wales,2826,1153.7892,788428.9733
604,1RNSW,Rest of NSW,New South Wales,2827,2964.6885,788428.9733
605,1RNSW,Rest of NSW,New South Wales,2828,2375.64,788428.9733
606,1RNSW,Rest of NSW,New South Wales,2829,6318.8294,788428.9733
607,1RNSW,Rest of NSW,New South Wales,2830,3017.4938,788428.9733
608,1RNSW,Rest of NSW,New South Wales,2831,22389.3649,788428.9733
609,1RNSW,Rest of NSW,New South Wales,2832,9695.0643,788428.9733
610,1RNSW,Rest of NSW,New South Wales,2833,5044.6803,788428.9733
611,1RNSW,Rest of NSW,New South Wales,2834,2828.007,788428.9733
612,1RNSW,Rest of NSW,New South Wales,2835,29975.1826,788428.9733
613,1RNSW,Rest of NSW,New South Wales,2836,31517.8004,788428.9733
614,1RNSW,Rest of NSW,New South Wales,2838,3487.8165,788428.9733
615,1RNSW,Rest of NSW,New South Wales,2839,12282.839,788428.9733
616,1RNSW,Rest of NSW,New South Wales,2840,62474.6022,788428.9733
617,1RNSW,Rest of NSW,New South Wales,2842,1317.6706,788428.9733
618,1RNSW,Rest of NSW,New South Wales,2843,1590.9154,788428.9733
619,1RNSW,Rest of NSW,New South Wales,2844,1821.5658,788428.9733
620,1RNSW,Rest of NSW,New South Wales,2845,67.0705,788428.9733
621,1RNSW,Rest of NSW,New South Wales,2846,591.8498,788428.9733
622,1RNSW,Rest of NSW,New South Wales,2847,98.897,788428.9733
623,1RNSW,Rest of NSW,New South Wales,2848,166.2149,788428.9733
624,1RNSW,Rest of NSW,New South Wales,2849,2801.0405,788428.9733
625,1RNSW,Rest of NSW,New South Wales,2850,6005.3758,788428.9733
626,1RNSW,Rest of NSW,New South Wales,2852,1240.991,788428.9733
627,1RNSW,Rest of NSW,New South Wales,2864,438.2457,788428.9733
628,1RNSW,Rest of NSW,New South Wales,2865,620.1745,788428.9733
629,1RNSW,Rest of NSW,New South Wales,2866,1198.7089,788428.9733
630,1RNSW,Rest of NSW,New South Wales,2867,1042.378,788428.9733
631,1RNSW,Rest of NSW,New South Wales,2868,777.9814,788428.9733
632,1RNSW,Rest of NSW,New South Wales,2869,2103.7978,788428.9733
633,1RNSW,Rest of NSW,New South Wales,2870,2453.9995,788428.9733
634,1RNSW,Rest of NSW,New South Wales,2871,3837.8532,788428.9733
635,1RNSW,Rest of NSW,New South Wales,2873,3202.9936,788428.9733
636,1RNSW,Rest of NSW,New South Wales,2874,1358.1326,788428.9733
637,1RNSW,Rest of NSW,New South Wales,2875,2311.0022,788428.9733
638,1RNSW,Rest of NSW,New South Wales,2876,935.4993,788428.9733
639,1RNSW,Rest of NSW,New South Wales,2877,15332.1603,788428.9733
640,1RNSW,Rest of NSW,New South Wales,2878,18261.1234,788428.9733
641,1RNSW,Rest of NSW,New South Wales,2879,13320.0094,788428.9733
642,1RNSW,Rest of NSW,New South Wales,2880,66191.4077,788428.9733
643,1RNSW,Rest of NSW,New South Wales,2898,16.2918,788428.9733
644,1RNSW,Rest of NSW,New South Wales,2900,101.0226,788428.9733
645,1RNSW,Rest of NSW,New South Wales,2912,31.9188,788428.9733
646,2RVIC,Rest of Vic.,Victoria,2550,3966.6591,217503.6398
647,2RVIC,Rest of Vic.,Victoria,2551,1397.7681,217503.6398
648,2RVIC,Rest of Vic.,Victoria,2627,1994.6112,217503.6398
649,2RVIC,Rest of Vic.,Victoria,2628,2337.0094,217503.6398
650,2RVIC,Rest of Vic.,Victoria,2632,1824.9879,217503.6398
651,2RVIC,Rest of Vic.,Victoria,2633,766.4927,217503.6398
652,2RVIC,Rest of Vic.,Victoria,2640,1029.4042,217503.6398
653,2RVIC,Rest of Vic.,Victoria,2642,4076.8,217503.6398
654,2RVIC,Rest of Vic.,Victoria,2643,156.4024,217503.6398
655,2RVIC,Rest of Vic.,Victoria,2644,2157.7365,217503.6398
656,2RVIC,Rest of Vic.,Victoria,2646,2895.4549,217503.6398
657,2RVIC,Rest of Vic.,Victoria,2647,357.3501,217503.6398
658,2RVIC,Rest of Vic.,Victoria,2648,23909.7281,217503.6398
659,2RVIC,Rest of Vic.,Victoria,2710,10466.1631,217503.6398
660,2RVIC,Rest of Vic.,Victoria,2712,966.5102,217503.6398
661,2RVIC,Rest of Vic.,Victoria,2714,708.9706,217503.6398
662,2RVIC,Rest of Vic.,Victoria,2715,13749.9032,217503.6398
663,2RVIC,Rest of Vic.,Victoria,2717,120.7928,217503.6398
664,2RVIC,Rest of Vic.,Victoria,2731,1428.1661,217503.6398
665,2RVIC,Rest of Vic.,Victoria,2732,1849.8263,217503.6398
666,2RVIC,Rest of Vic.,Victoria,2734,1755.2448,217503.6398
667,2RVIC,Rest of Vic.,Victoria,2735,271.5656,217503.6398
668,2RVIC,Rest of Vic.,Victoria,2736,213.1077,217503.6398
669,2RVIC,Rest of Vic.,Victoria,2737,3345.8754,217503.6398
670,2RVIC,Rest of Vic.,Victoria,2738,2066.851,217503.6398
671,2RVIC,Rest of Vic.,Victoria,2739,50.1706,217503.6398
672,3GBRI,Greater Brisbane,Queensland,2474,1537.5939,15842.0073
673,3GBRI,Greater Brisbane,Queensland,2476,805.3354,15842.0073
674,3RQLD,Rest of Qld,Queensland,2361,1963.1502,1714329.2135
675,3RQLD,Rest of Qld,Queensland,2372,4894.7861,1714329.2135
676,3RQLD,Rest of Qld,Queensland,2405,3418.239,1714329.2135
677,3RQLD,Rest of Qld,Queensland,2406,3283.9561,1714329.2135
678,3RQLD,Rest of Qld,Queensland,2409,1607.1651,1714329.2135
679,3RQLD,Rest of Qld,Queensland,2410,1530.5927,1714329.2135
680,3RQLD,Rest of Qld,Queensland,2474,1537.5939,1714329.2135
681,3RQLD,Rest of Qld,Queensland,2476,805.3354,1714329.2135
682,3RQLD,Rest of Qld,Queensland,2484,972.2983,1714329.2135
683,3RQLD,Rest of Qld,Queensland,2485,13.73,1714329.2135
684,3RQLD,Rest of Qld,Queensland,2486,100.3781,1714329.2135
685,3RQLD,Rest of Qld,Queensland,2833,5044.6803,1714329.2135
686,3RQLD,Rest of Qld,Queensland,2834,2828.007,1714329.2135
687,3RQLD,Rest of Qld,Queensland,2838,3487.8165,1714329.2135
688,3RQLD,Rest of Qld,Queensland,2839,12282.839,1714329.2135
689,3RQLD,Rest of Qld,Queensland,2840,62474.6022,1714329.2135
690,3RQLD,Rest of Qld,Queensland,2880,66191.4077,1714329.2135
691,4RSAU,Rest of SA,South Australia,2648,23909.7281,980971.5343
692,4RSAU,Rest of SA,South Australia,2880,66191.4077,980971.5343
693,8ACTE,Australian Capital Territory,Australian Capital Territory,2600,23.345,2358.133
694,8ACTE,Australian Capital Territory,Australian Capital Territory,2601,15.233,2358.133
695,8ACTE,Australian Capital Territory,Australian Capital Territory,2602,21.9723,2358.133
696,8ACTE,Australian Capital Territory,Australian Capital Territory,2603,9.2066,2358.133
697,8ACTE,Australian Capital Territory,Australian Capital Territory,2604,5.4946,2358.133
698,8ACTE,Australian Capital Territory,Australian Capital Territory,2605,9.2938,2358.133
699,8ACTE,Australian Capital Territory,Australian Capital Territory,2606,9.0325,2358.133
700,8ACTE,Australian Capital Territory,Australian Capital Territory,2607,10.2741,2358.133
701,8ACTE,Australian Capital Territory,Australian Capital Territory,2609,127.7951,2358.133
702,8ACTE,Australian Capital Territory,Australian Capital Territory,2611,1558.6312,2358.133
703,8ACTE,Australian Capital Territory,Australian Capital Territory,2612,9.4532,2358.133
704,8ACTE,Australian Capital Territory,Australian Capital Territory,2614,11.1345,2358.133
705,8ACTE,Australian Capital Territory,Australian Capital Territory,2615,36.9984,2358.133
706,8ACTE,Australian Capital Territory,Australian Capital Territory,2617,37.0115,2358.133
707,8ACTE,Australian Capital Territory,Australian Capital Territory,2618,216.6295,2358.133
708,8ACTE,Australian Capital Territory,Australian Capital Territory,2619,11.3316,2358.133
709,8ACTE,Australian Capital Territory,Australian Capital Territory,2620,2869.8201,2358.133
710,8ACTE,Australian Capital Territory,Australian Capital Territory,2621,853.2512,2358.133
711,8ACTE,Australian Capital Territory,Australian Capital Territory,2626,383.5704,2358.133
712,8ACTE,Australian Capital Territory,Australian Capital Territory,2629,2054.5144,2358.133
713,8ACTE,Australian Capital Territory,Australian Capital Territory,2630,4206.3548,2358.133
714,8ACTE,Australian Capital Territory,Australian Capital Territory,2900,101.0226,2358.133
715,8ACTE,Australian Capital Territory,Australian Capital Territory,2902,11.3361,2358.133
716,8ACTE,Australian Capital Territory,Australian Capital Territory,2903,6.484,2358.133
717,8ACTE,Australian Capital Territory,Australian Capital Territory,2904,9.7514,2358.133
718,8ACTE,Australian Capital Territory,Australian Capital Territory,2905,19.8141,2358.133
719,8ACTE,Australian Capital Territory,Australian Capital Territory,2906,11.2186,2358.133
720,8ACTE,Australian Capital Territory,Australian Capital Territory,2911,5.0536,2358.133
721,8ACTE,Australian Capital Territory,Australian Capital Territory,2912,31.9188,2358.133
722,8ACTE,Australian Capital Territory,Australian Capital Territory,2913,21.81,2358.133
723,8ACTE,Australian Capital Territory,Australian Capital Territory,2914,16.4832,2358.133
724,9OTER,Other Territories,Other Territories,2540,1900.6655,255.742
725,9OTER,Other Territories,Other Territories,2899,38.651,255.742
